stage,slug,company,report_year,chunk_index,batch_index,source_md,n_chunks,start_page,end_page,chunk_tokens_est,n_evidence_lines_in_batch,prompt_tokens_est,elapsed_s,status,error_message,attempt_used,prompt_tokens_api,completion_tokens_api,total_tokens_api,n_evidence_rows_norm,n_rows_normalized
pass1,akwel,AKWEL,2023,1.0,,C:\Universita\TESI\esg_agent\RAG_full\marker_artifacts\akwel\2023\focused\akwel_2023_taxonomy_focused.md,1,92.0,101.0,10110,,10567,7.391373,ok,,1.0,10541.0,1638.0,12179.0,24.0,
pass2,akwel,AKWEL,2023,,1.0,C:\Universita\TESI\esg_agent\RAG_full\marker_artifacts\akwel\2023\focused\akwel_2023_taxonomy_focused.md,1,,,1103,24.0,1518,9.845778,ok,,1.0,1512.0,656.0,2168.0,,15.0
pass1,akzo_nobel_nv,AKZO NOBEL NV,2024,1.0,,C:\Universita\TESI\esg_agent\RAG_full\marker_artifacts\akzo_nobel_nv\2024\focused\akzo_nobel_nv_2024_taxonomy_focused.md,1,49.0,55.0,4269,,4728,14.947549,ok,,1.0,4713.0,812.0,5525.0,11.0,
pass2,akzo_nobel_nv,AKZO NOBEL NV,2024,,1.0,C:\Universita\TESI\esg_agent\RAG_full\marker_artifacts\akzo_nobel_nv\2024\focused\akzo_nobel_nv_2024_taxonomy_focused.md,1,,,520,11.0,937,8.785192,ok,,1.0,936.0,533.0,1469.0,,11.0
pass1,amag_austria_metall_ag,AMAG Austria Metall AG,2023,1.0,,C:\Universita\TESI\esg_agent\RAG_full\marker_artifacts\amag_austria_metall_ag\2023\focused\amag_austria_metall_ag_2023_taxonomy_focused.md,1,31.0,36.0,7300,,7760,14.098628,ok,,1.0,7708.0,928.0,8636.0,9.0,
pass2,amag_austria_metall_ag,AMAG Austria Metall AG,2023,,1.0,C:\Universita\TESI\esg_agent\RAG_full\marker_artifacts\amag_austria_metall_ag\2023\focused\amag_austria_metall_ag_2023_taxonomy_focused.md,1,,,879,9.0,1298,5.008083,ok,,1.0,1291.0,209.0,1500.0,,3.0
pass1,arcelormittal_sa,ARCELORMITTAL SA,2024,1.0,,C:\Universita\TESI\esg_agent\RAG_full\marker_artifacts\arcelormittal_sa\2024\focused\arcelormittal_sa_2024_taxonomy_focused.md,1,63.0,69.0,6267,,6727,5.163032,ok,,1.0,6707.0,1036.0,7743.0,17.0,
pass2,arcelormittal_sa,ARCELORMITTAL SA,2024,,1.0,C:\Universita\TESI\esg_agent\RAG_full\marker_artifacts\arcelormittal_sa\2024\focused\arcelormittal_sa_2024_taxonomy_focused.md,1,,,818,17.0,1236,10.094276,ok,,1.0,1216.0,583.0,1799.0,,7.0
pass1,asml_holding_n_v,ASML HOLDING N.V.,2024,1.0,,C:\Universita\TESI\esg_agent\RAG_full\marker_artifacts\asml_holding_n_v\2024\focused\asml_holding_n_v_2024_taxonomy_focused.md,1,253.0,260.0,6297,,6756,19.44578,ok,,1.0,6715.0,1278.0,7993.0,18.0,
pass2,asml_holding_n_v,ASML HOLDING N.V.,2024,,1.0,C:\Universita\TESI\esg_agent\RAG_full\marker_artifacts\asml_holding_n_v\2024\focused\asml_holding_n_v_2024_taxonomy_focused.md,1,,,847,18.0,1265,7.193892,ok,,1.0,1266.0,381.0,1647.0,,11.0
pass1,atoss_software_se,ATOSS Software SE,2023,1.0,,C:\Universita\TESI\esg_agent\RAG_full\marker_artifacts\atoss_software_se\2023\focused\atoss_software_se_2023_taxonomy_focused.md,1,97.0,105.0,4616,,5074,11.963049,ok,,1.0,5061.0,713.0,5774.0,8.0,
pass2,atoss_software_se,ATOSS Software SE,2023,,1.0,C:\Universita\TESI\esg_agent\RAG_full\marker_artifacts\atoss_software_se\2023\focused\atoss_software_se_2023_taxonomy_focused.md,1,,,722,8.0,1139,8.516083,ok,,1.0,1135.0,443.0,1578.0,,8.0
pass1,acerinox_s_a,Acerinox S.A.,2023,1.0,,C:\Universita\TESI\esg_agent\RAG_full\marker_artifacts\acerinox_s_a\2023\focused\acerinox_s_a_2023_taxonomy_focused.md,2,52.0,275.0,20602,,21061,5.908953,ok,,1.0,20936.0,653.0,21589.0,9.0,
pass1,acerinox_s_a,Acerinox S.A.,2023,2.0,,C:\Universita\TESI\esg_agent\RAG_full\marker_artifacts\acerinox_s_a\2023\focused\acerinox_s_a_2023_taxonomy_focused.md,2,276.0,278.0,1336,,1795,5.504199,ok,,1.0,1798.0,857.0,2655.0,6.0,
pass2,acerinox_s_a,Acerinox S.A.,2023,,1.0,C:\Universita\TESI\esg_agent\RAG_full\marker_artifacts\acerinox_s_a\2023\focused\acerinox_s_a_2023_taxonomy_focused.md,2,,,1197,15.0,1614,11.612594,ok,,1.0,1603.0,745.0,2348.0,,10.0
pass1,ackermans_van_haaren,Ackermans & van Haaren,2023,1.0,,C:\Universita\TESI\esg_agent\RAG_full\marker_artifacts\ackermans_van_haaren\2023\focused\ackermans_van_haaren_2023_taxonomy_focused.md,1,95.0,99.0,6842,,7303,25.453725,ok,,1.0,7312.0,1853.0,9165.0,26.0,
pass2,ackermans_van_haaren,Ackermans & van Haaren,2023,,1.0,C:\Universita\TESI\esg_agent\RAG_full\marker_artifacts\ackermans_van_haaren\2023\focused\ackermans_van_haaren_2023_taxonomy_focused.md,1,,,1187,26.0,1607,9.526081,ok,,1.0,1635.0,538.0,2173.0,,15.0
pass1,aena_s_m_e_s_a,"Aena S.M.E., S.A.",2023,1.0,,C:\Universita\TESI\esg_agent\RAG_full\marker_artifacts\aena_s_m_e_s_a\2023\focused\aena_s_m_e_s_a_2023_taxonomy_focused.md,2,297.0,315.0,20214,,20676,5.068921,ok,,1.0,20541.0,806.0,21347.0,12.0,
pass1,aena_s_m_e_s_a,"Aena S.M.E., S.A.",2023,2.0,,C:\Universita\TESI\esg_agent\RAG_full\marker_artifacts\aena_s_m_e_s_a\2023\focused\aena_s_m_e_s_a_2023_taxonomy_focused.md,2,316.0,318.0,3028,,3490,3.148196,ok,,1.0,3452.0,38.0,3490.0,0.0,
pass2,aena_s_m_e_s_a,"Aena S.M.E., S.A.",2023,,1.0,C:\Universita\TESI\esg_agent\RAG_full\marker_artifacts\aena_s_m_e_s_a\2023\focused\aena_s_m_e_s_a_2023_taxonomy_focused.md,2,,,719,12.0,1139,8.044588,ok,,1.0,1139.0,464.0,1603.0,,12.0
pass1,agrana_beteiligungs_ag,Agrana Beteiligungs-AG,2023,1.0,,C:\Universita\TESI\esg_agent\RAG_full\marker_artifacts\agrana_beteiligungs_ag\2023\focused\agrana_beteiligungs_ag_2023_taxonomy_focused.md,1,59.0,67.0,5435,,5898,33.267388,ok,,1.0,5816.0,48.0,5864.0,0.0,
pass1,allianz_se,Allianz SE,2023,1.0,,C:\Universita\TESI\esg_agent\RAG_full\marker_artifacts\allianz_se\2023\focused\allianz_se_2023_taxonomy_focused.md,1,96.0,110.0,19037,,19495,12.030617,ok,,1.0,19182.0,654.0,19836.0,14.0,
pass2,allianz_se,Allianz SE,2023,,1.0,C:\Universita\TESI\esg_agent\RAG_full\marker_artifacts\allianz_se\2023\focused\allianz_se_2023_taxonomy_focused.md,1,,,586,14.0,1003,13.875656,ok,,1.0,1020.0,588.0,1608.0,,14.0
pass1,alzchem_group_ag,Alzchem Group AG,2023,1.0,,C:\Universita\TESI\esg_agent\RAG_full\marker_artifacts\alzchem_group_ag\2023\focused\alzchem_group_ag_2023_taxonomy_focused.md,1,117.0,126.0,11951,,12410,30.019981,ok,,1.0,12397.0,2046.0,14443.0,26.0,
pass2,alzchem_group_ag,Alzchem Group AG,2023,,1.0,C:\Universita\TESI\esg_agent\RAG_full\marker_artifacts\alzchem_group_ag\2023\focused\alzchem_group_ag_2023_taxonomy_focused.md,1,,,1500,26.0,1917,8.800278,ok,,1.0,1886.0,533.0,2419.0,,11.0
pass1,andritz_ag,Andritz AG,2023,1.0,,C:\Universita\TESI\esg_agent\RAG_full\marker_artifacts\andritz_ag\2023\focused\andritz_ag_2023_taxonomy_focused.md,1,43.0,53.0,8010,,8467,5.654884,ok,,1.0,8413.0,1176.0,9589.0,11.0,
pass2,andritz_ag,Andritz AG,2023,,1.0,C:\Universita\TESI\esg_agent\RAG_full\marker_artifacts\andritz_ag\2023\focused\andritz_ag_2023_taxonomy_focused.md,1,,,620,11.0,1036,9.475038,ok,,1.0,1038.0,559.0,1597.0,,11.0
pass1,audax_renovables_s_a,"Audax Renovables, S.A.",2023,1.0,,C:\Universita\TESI\esg_agent\RAG_full\marker_artifacts\audax_renovables_s_a\2023\focused\audax_renovables_s_a_2023_taxonomy_focused.md,1,146.0,225.0,7499,,7961,16.044659,ok,,1.0,7914.0,988.0,8902.0,10.0,
pass2,audax_renovables_s_a,"Audax Renovables, S.A.",2023,,1.0,C:\Universita\TESI\esg_agent\RAG_full\marker_artifacts\audax_renovables_s_a\2023\focused\audax_renovables_s_a_2023_taxonomy_focused.md,1,,,786,10.0,1206,5.873735,ok,,1.0,1194.0,310.0,1504.0,,4.0
pass1,azkoyen_s_a,"Azkoyen, S.A.",2023,1.0,,C:\Universita\TESI\esg_agent\RAG_full\marker_artifacts\azkoyen_s_a\2023\focused\azkoyen_s_a_2023_taxonomy_focused.md,1,235.0,241.0,8906,,9367,18.791827,ok,,1.0,9081.0,1282.0,10363.0,11.0,
pass2,azkoyen_s_a,"Azkoyen, S.A.",2023,,1.0,C:\Universita\TESI\esg_agent\RAG_full\marker_artifacts\azkoyen_s_a\2023\focused\azkoyen_s_a_2023_taxonomy_focused.md,1,,,1071,11.0,1491,9.184525,ok,,1.0,1424.0,513.0,1937.0,,9.0
pass1,bawag_group_ag,BAWAG Group AG,2023,1.0,,C:\Universita\TESI\esg_agent\RAG_full\marker_artifacts\bawag_group_ag\2023\focused\bawag_group_ag_2023_taxonomy_focused.md,2,338.0,345.0,20613,,21072,5.112971,ok,,1.0,21154.0,675.0,21829.0,20.0,
pass1,bawag_group_ag,BAWAG Group AG,2023,2.0,,C:\Universita\TESI\esg_agent\RAG_full\marker_artifacts\bawag_group_ag\2023\focused\bawag_group_ag_2023_taxonomy_focused.md,2,346.0,359.0,14185,,14644,21.047324,ok,,1.0,14569.0,1333.0,15902.0,20.0,
pass2,bawag_group_ag,BAWAG Group AG,2023,,1.0,C:\Universita\TESI\esg_agent\RAG_full\marker_artifacts\bawag_group_ag\2023\focused\bawag_group_ag_2023_taxonomy_focused.md,2,,,2556,40.0,2974,23.744013,ok,,1.0,2955.0,1533.0,4488.0,,40.0
pass1,bmw_ag_vz,BMW AG Vz,2023,1.0,,C:\Universita\TESI\esg_agent\RAG_full\marker_artifacts\bmw_ag_vz\2023\focused\bmw_ag_vz_2023_taxonomy_focused.md,2,77.0,333.0,21147,,21605,16.145106,ok,,1.0,21491.0,1024.0,22515.0,12.0,
pass1,bmw_ag_vz,BMW AG Vz,2023,2.0,,C:\Universita\TESI\esg_agent\RAG_full\marker_artifacts\bmw_ag_vz\2023\focused\bmw_ag_vz_2023_taxonomy_focused.md,2,334.0,337.0,3006,,3464,4.064101,ok,,1.0,3444.0,46.0,3490.0,0.0,
pass2,bmw_ag_vz,BMW AG Vz,2023,,1.0,C:\Universita\TESI\esg_agent\RAG_full\marker_artifacts\bmw_ag_vz\2023\focused\bmw_ag_vz_2023_taxonomy_focused.md,2,,,729,12.0,1146,9.98007,ok,,1.0,1148.0,657.0,1805.0,,8.0
pass1,banco_santander_s_a,"Banco Santander, S.A.",2023,1.0,,C:\Universita\TESI\esg_agent\RAG_full\marker_artifacts\banco_santander_s_a\2023\focused\banco_santander_s_a_2023_taxonomy_focused.md,3,96.0,111.0,20601,,21062,17.858983,ok,,1.0,21001.0,1013.0,22014.0,20.0,
pass1,banco_santander_s_a,"Banco Santander, S.A.",2023,2.0,,C:\Universita\TESI\esg_agent\RAG_full\marker_artifacts\banco_santander_s_a\2023\focused\banco_santander_s_a_2023_taxonomy_focused.md,3,112.0,124.0,20313,,20774,5.861228,ok,,1.0,20741.0,179.0,20920.0,0.0,
pass1,banco_santander_s_a,"Banco Santander, S.A.",2023,3.0,,C:\Universita\TESI\esg_agent\RAG_full\marker_artifacts\banco_santander_s_a\2023\focused\banco_santander_s_a_2023_taxonomy_focused.md,3,125.0,128.0,4018,,4479,51.227725,ok,,1.0,4441.0,1405.0,5846.0,14.0,
pass2,banco_santander_s_a,"Banco Santander, S.A.",2023,,1.0,C:\Universita\TESI\esg_agent\RAG_full\marker_artifacts\banco_santander_s_a\2023\focused\banco_santander_s_a_2023_taxonomy_focused.md,3,,,2490,34.0,2910,19.553609,ok,,1.0,2876.0,1220.0,4096.0,,34.0
pass1,bayer_ag,Bayer AG,2023,1.0,,C:\Universita\TESI\esg_agent\RAG_full\marker_artifacts\bayer_ag\2023\focused\bayer_ag_2023_taxonomy_focused.md,1,66.0,77.0,9638,,10095,13.857743,ok,,1.0,10090.0,897.0,10987.0,11.0,
pass2,bayer_ag,Bayer AG,2023,,1.0,C:\Universita\TESI\esg_agent\RAG_full\marker_artifacts\bayer_ag\2023\focused\bayer_ag_2023_taxonomy_focused.md,1,,,824,11.0,1240,6.825008,ok,,1.0,1239.0,400.0,1639.0,,9.0
pass1,bechtle_ag,Bechtle AG,2023,1.0,,C:\Universita\TESI\esg_agent\RAG_full\marker_artifacts\bechtle_ag\2023\focused\bechtle_ag_2023_taxonomy_focused.md,1,110.0,115.0,4086,,4544,12.549154,ok,,1.0,4536.0,534.0,5070.0,6.0,
pass2,bechtle_ag,Bechtle AG,2023,,1.0,C:\Universita\TESI\esg_agent\RAG_full\marker_artifacts\bechtle_ag\2023\focused\bechtle_ag_2023_taxonomy_focused.md,1,,,284,6.0,701,7.494731,ok,,1.0,705.0,384.0,1089.0,,6.0
pass1,beiersdorf_ag,Beiersdorf AG,2023,1.0,,C:\Universita\TESI\esg_agent\RAG_full\marker_artifacts\beiersdorf_ag\2023\focused\beiersdorf_ag_2023_taxonomy_focused.md,1,128.0,135.0,7579,,8037,28.377534,ok,,1.0,8014.0,1667.0,9681.0,15.0,
pass2,beiersdorf_ag,Beiersdorf AG,2023,,1.0,C:\Universita\TESI\esg_agent\RAG_full\marker_artifacts\beiersdorf_ag\2023\focused\beiersdorf_ag_2023_taxonomy_focused.md,1,,,754,15.0,1171,7.457197,ok,,1.0,1167.0,396.0,1563.0,,15.0
pass1,bike24_holding_ag,Bike24 Holding AG,2023,1.0,,C:\Universita\TESI\esg_agent\RAG_full\marker_artifacts\bike24_holding_ag\2023\focused\bike24_holding_ag_2023_taxonomy_focused.md,1,77.0,88.0,8567,,9025,8.997121,ok,,1.0,8819.0,474.0,9293.0,4.0,
pass2,bike24_holding_ag,Bike24 Holding AG,2023,,1.0,C:\Universita\TESI\esg_agent\RAG_full\marker_artifacts\bike24_holding_ag\2023\focused\bike24_holding_ag_2023_taxonomy_focused.md,1,,,165,4.0,583,7.459052,ok,,1.0,583.0,416.0,999.0,,4.0
pass1,bilfinger_se,Bilfinger SE,2023,1.0,,C:\Universita\TESI\esg_agent\RAG_full\marker_artifacts\bilfinger_se\2023\focused\bilfinger_se_2023_taxonomy_focused.md,1,143.0,153.0,14784,,15242,6.876077,ok,,1.0,15163.0,27.0,15190.0,0.0,
pass1,brenntag_se,Brenntag SE,2023,1.0,,C:\Universita\TESI\esg_agent\RAG_full\marker_artifacts\brenntag_se\2023\focused\brenntag_se_2023_taxonomy_focused.md,1,118.0,124.0,7975,,8433,18.803172,ok,,1.0,8426.0,1284.0,9710.0,21.0,
pass2,brenntag_se,Brenntag SE,2023,,1.0,C:\Universita\TESI\esg_agent\RAG_full\marker_artifacts\brenntag_se\2023\focused\brenntag_se_2023_taxonomy_focused.md,1,,,1114,21.0,1530,13.478477,ok,,1.0,1522.0,882.0,2404.0,,18.0
pass1,ca_immobilien_anlagen_ag,CA Immobilien Anlagen AG,2023,1.0,,C:\Universita\TESI\esg_agent\RAG_full\marker_artifacts\ca_immobilien_anlagen_ag\2023\focused\ca_immobilien_anlagen_ag_2023_taxonomy_focused.md,1,95.0,101.0,4766,,5227,8.956582,ok,,1.0,5171.0,455.0,5626.0,6.0,
pass2,ca_immobilien_anlagen_ag,CA Immobilien Anlagen AG,2023,,1.0,C:\Universita\TESI\esg_agent\RAG_full\marker_artifacts\ca_immobilien_anlagen_ag\2023\focused\ca_immobilien_anlagen_ag_2023_taxonomy_focused.md,1,,,266,6.0,686,11.200231,ok,,1.0,693.0,488.0,1181.0,,5.0
pass1,carrefour,CARREFOUR,2024,1.0,,C:\Universita\TESI\esg_agent\RAG_full\marker_artifacts\carrefour\2024\focused\carrefour_2024_taxonomy_focused.md,1,158.0,181.0,15916,,16374,21.43143,ok,,1.0,16145.0,1474.0,17619.0,26.0,
pass2,carrefour,CARREFOUR,2024,,1.0,C:\Universita\TESI\esg_agent\RAG_full\marker_artifacts\carrefour\2024\focused\carrefour_2024_taxonomy_focused.md,1,,,1343,26.0,1760,13.795945,ok,,1.0,1752.0,969.0,2721.0,,26.0
pass1,cewe_stiftung_co_kgaa,CEWE Stiftung & Co. KGaA,2023,1.0,,C:\Universita\TESI\esg_agent\RAG_full\marker_artifacts\cewe_stiftung_co_kgaa\2023\focused\cewe_stiftung_co_kgaa_2023_taxonomy_focused.md,1,201.0,207.0,8712,,9177,17.817002,ok,,1.0,9146.0,1174.0,10320.0,12.0,
pass2,cewe_stiftung_co_kgaa,CEWE Stiftung & Co. KGaA,2023,,1.0,C:\Universita\TESI\esg_agent\RAG_full\marker_artifacts\cewe_stiftung_co_kgaa\2023\focused\cewe_stiftung_co_kgaa_2023_taxonomy_focused.md,1,,,761,12.0,1185,5.520545,ok,,1.0,1180.0,272.0,1452.0,,7.0
pass1,christian_dior,CHRISTIAN DIOR,2024,1.0,,C:\Universita\TESI\esg_agent\RAG_full\marker_artifacts\christian_dior\2024\focused\christian_dior_2024_taxonomy_focused.md,1,169.0,177.0,4579,,5038,6.232849,ok,,1.0,4710.0,965.0,5675.0,12.0,
pass2,christian_dior,CHRISTIAN DIOR,2024,,1.0,C:\Universita\TESI\esg_agent\RAG_full\marker_artifacts\christian_dior\2024\focused\christian_dior_2024_taxonomy_focused.md,1,,,646,12.0,1063,9.002282,ok,,1.0,1066.0,315.0,1381.0,,6.0
pass1,cie_automotive_s_a,"CIE Automotive, S.A.",2023,1.0,,C:\Universita\TESI\esg_agent\RAG_full\marker_artifacts\cie_automotive_s_a\2023\focused\cie_automotive_s_a_2023_taxonomy_focused.md,1,275.0,281.0,6862,,7322,10.049728,ok,,1.0,7317.0,321.0,7638.0,3.0,
pass2,cie_automotive_s_a,"CIE Automotive, S.A.",2023,,1.0,C:\Universita\TESI\esg_agent\RAG_full\marker_artifacts\cie_automotive_s_a\2023\focused\cie_automotive_s_a_2023_taxonomy_focused.md,1,,,204,3.0,623,3.455123,ok,,1.0,629.0,102.0,731.0,,3.0
pass1,commerzbank_ag,Commerzbank AG,2023,1.0,,C:\Universita\TESI\esg_agent\RAG_full\marker_artifacts\commerzbank_ag\2023\focused\commerzbank_ag_2023_taxonomy_focused.md,6,56.0,101.0,20010,,20469,7.622335,ok,,1.0,20405.0,316.0,20721.0,2.0,
pass1,commerzbank_ag,Commerzbank AG,2023,2.0,,C:\Universita\TESI\esg_agent\RAG_full\marker_artifacts\commerzbank_ag\2023\focused\commerzbank_ag_2023_taxonomy_focused.md,6,102.0,118.0,20819,,21278,2.830126,ok,,1.0,21141.0,28.0,21169.0,0.0,
pass1,commerzbank_ag,Commerzbank AG,2023,3.0,,C:\Universita\TESI\esg_agent\RAG_full\marker_artifacts\commerzbank_ag\2023\focused\commerzbank_ag_2023_taxonomy_focused.md,6,119.0,139.0,20226,,20685,9.454355,ok,,1.0,20528.0,413.0,20941.0,5.0,
pass1,commerzbank_ag,Commerzbank AG,2023,4.0,,C:\Universita\TESI\esg_agent\RAG_full\marker_artifacts\commerzbank_ag\2023\focused\commerzbank_ag_2023_taxonomy_focused.md,6,140.0,152.0,23608,,24067,36.139652,ok,,1.0,23803.0,178.0,23981.0,0.0,
pass1,commerzbank_ag,Commerzbank AG,2023,5.0,,C:\Universita\TESI\esg_agent\RAG_full\marker_artifacts\commerzbank_ag\2023\focused\commerzbank_ag_2023_taxonomy_focused.md,6,153.0,174.0,21105,,21564,141.36431,error,LLM call failed after 3 retries: Empty LLM output,,,,,,
pass1,commerzbank_ag,Commerzbank AG,2023,6.0,,C:\Universita\TESI\esg_agent\RAG_full\marker_artifacts\commerzbank_ag\2023\focused\commerzbank_ag_2023_taxonomy_focused.md,6,175.0,187.0,9339,,9798,17.692245,ok,,1.0,9700.0,1212.0,10912.0,16.0,
pass2,commerzbank_ag,Commerzbank AG,2023,,1.0,C:\Universita\TESI\esg_agent\RAG_full\marker_artifacts\commerzbank_ag\2023\focused\commerzbank_ag_2023_taxonomy_focused.md,6,,,1643,23.0,2061,15.021626,ok,,1.0,2042.0,1026.0,3068.0,,23.0
pass1,compagnie_de_l_odet_se,Compagnie de l'Odet SE,2023,1.0,,C:\Universita\TESI\esg_agent\RAG_full\marker_artifacts\compagnie_de_l_odet_se\2023\focused\compagnie_de_l_odet_se_2023_taxonomy_focused.md,1,62.0,73.0,16838,,17300,18.120922,ok,,1.0,17165.0,1170.0,18335.0,18.0,
pass2,compagnie_de_l_odet_se,Compagnie de l'Odet SE,2023,,1.0,C:\Universita\TESI\esg_agent\RAG_full\marker_artifacts\compagnie_de_l_odet_se\2023\focused\compagnie_de_l_odet_se_2023_taxonomy_focused.md,1,,,936,18.0,1357,12.667257,ok,,1.0,1359.0,762.0,2121.0,,18.0
pass1,continental_ag,Continental AG,2023,1.0,,C:\Universita\TESI\esg_agent\RAG_full\marker_artifacts\continental_ag\2023\focused\continental_ag_2023_taxonomy_focused.md,1,58.0,63.0,7312,,7769,16.190438,ok,,1.0,7755.0,1087.0,8842.0,14.0,
pass2,continental_ag,Continental AG,2023,,1.0,C:\Universita\TESI\esg_agent\RAG_full\marker_artifacts\continental_ag\2023\focused\continental_ag_2023_taxonomy_focused.md,1,,,1024,14.0,1440,7.701368,ok,,1.0,1427.0,451.0,1878.0,,8.0
pass1,corporacion_financiera_alba_s_a,"Corporacion Financiera Alba, S.A.",2023,1.0,,C:\Universita\TESI\esg_agent\RAG_full\marker_artifacts\corporacion_financiera_alba_s_a\2023\focused\corporacion_financiera_alba_s_a_2023_taxonomy_focused.md,1,326.0,334.0,9991,,10456,13.447541,ok,,1.0,10426.0,768.0,11194.0,4.0,
pass2,corporacion_financiera_alba_s_a,"Corporacion Financiera Alba, S.A.",2023,,1.0,C:\Universita\TESI\esg_agent\RAG_full\marker_artifacts\corporacion_financiera_alba_s_a\2023\focused\corporacion_financiera_alba_s_a_2023_taxonomy_focused.md,1,,,400,4.0,823,4.485727,ok,,1.0,825.0,237.0,1062.0,,2.0
pass1,covestro_ag,Covestro AG,2023,1.0,,C:\Universita\TESI\esg_agent\RAG_full\marker_artifacts\covestro_ag\2023\focused\covestro_ag_2023_taxonomy_focused.md,2,183.0,199.0,22712,,23170,4.057619,ok,,1.0,23060.0,43.0,23103.0,0.0,
pass1,covestro_ag,Covestro AG,2023,2.0,,C:\Universita\TESI\esg_agent\RAG_full\marker_artifacts\covestro_ag\2023\focused\covestro_ag_2023_taxonomy_focused.md,2,200.0,201.0,22,,480,2.743988,ok,,1.0,486.0,33.0,519.0,0.0,
pass1,do_co_ag,DO & CO AG,2023,1.0,,C:\Universita\TESI\esg_agent\RAG_full\marker_artifacts\do_co_ag\2023\focused\do_co_ag_2023_taxonomy_focused.md,1,26.0,34.0,8584,,9042,16.185245,ok,,1.0,9011.0,1077.0,10088.0,18.0,
pass2,do_co_ag,DO & CO AG,2023,,1.0,C:\Universita\TESI\esg_agent\RAG_full\marker_artifacts\do_co_ag\2023\focused\do_co_ag_2023_taxonomy_focused.md,1,,,941,18.0,1358,14.826914,ok,,1.0,1353.0,940.0,2293.0,,14.0
pass1,ds_smith_limited,DS SMITH LIMITED,2024,1.0,,C:\Universita\TESI\esg_agent\RAG_full\marker_artifacts\ds_smith_limited\2024\focused\ds_smith_limited_2024_taxonomy_focused.md,1,79.0,84.0,6314,,6772,17.894143,ok,,1.0,6728.0,880.0,7608.0,10.0,
pass2,ds_smith_limited,DS SMITH LIMITED,2024,,1.0,C:\Universita\TESI\esg_agent\RAG_full\marker_artifacts\ds_smith_limited\2024\focused\ds_smith_limited_2024_taxonomy_focused.md,1,,,589,10.0,1006,6.325482,ok,,1.0,1020.0,271.0,1291.0,,5.0
