slug,company,report_year,n_chunks_declared,pass1_calls_ok,pass1_calls_error,pass2_calls_ok,pass2_calls_error,pass1_elapsed_sum_s,pass2_elapsed_sum_s,llm_total_elapsed_sum_s,pass1_prompt_tokens_api_sum,pass2_prompt_tokens_api_sum,total_prompt_tokens_api_sum,pass1_completion_tokens_api_sum,pass2_completion_tokens_api_sum,total_completion_tokens_api_sum,pass1_total_tokens_api_sum,pass2_total_tokens_api_sum,total_tokens_api_sum,n_evidence_rows_doc,n_rows_normalized_doc,max_attempt_used,status_like
vossloh_ag,Vossloh AG,2023,1.0,1.0,0.0,1.0,0.0,46.232368,7.121384,53.353752,5439.0,1588.0,7027.0,1276.0,372.0,1648.0,6715.0,1960.0,8675.0,22.0,6.0,2.0,ok
norma_group_se,NORMA Group SE,2023,1.0,1.0,0.0,1.0,0.0,33.763972,19.412101,53.176073,14844.0,2081.0,16925.0,2232.0,1071.0,3303.0,17076.0,3152.0,20228.0,25.0,17.0,1.0,ok
jungheinrich_ag,Jungheinrich AG,2023,1.0,1.0,0.0,1.0,0.0,36.794882,15.635171,52.430053,12234.0,1683.0,13917.0,2444.0,1012.0,3456.0,14678.0,2695.0,17373.0,26.0,22.0,1.0,ok
ringmetall_se_na_o_n,RINGMETALL SE  NA O.N.,2023,1.0,1.0,0.0,1.0,0.0,11.466205,40.423653,51.889858000000004,7853.0,820.0,8673.0,650.0,451.0,1101.0,8503.0,1271.0,9774.0,9.0,5.0,1.0,ok
endesa_s_a,"Endesa, S.A.",2023,1.0,1.0,0.0,1.0,0.0,44.774131,6.94913,51.723260999999994,4368.0,972.0,5340.0,943.0,389.0,1332.0,5311.0,1361.0,6672.0,15.0,15.0,1.0,ok
bawag_group_ag,BAWAG Group AG,2023,2.0,2.0,0.0,1.0,0.0,26.160294999999998,23.744013,49.904308,35723.0,2955.0,38678.0,2008.0,1533.0,3541.0,37731.0,4488.0,42219.0,40.0,40.0,1.0,ok
ivu_traffic_technologies_ag,IVU Traffic Technologies AG,2023,1.0,1.0,0.0,1.0,0.0,42.94944,5.919025,48.868465,5741.0,579.0,6320.0,801.0,297.0,1098.0,6542.0,876.0,7418.0,2.0,2.0,1.0,ok
medios_ag,Medios AG,2023,1.0,1.0,0.0,1.0,0.0,6.884019,38.511953,45.395972,9914.0,725.0,10639.0,351.0,167.0,518.0,10265.0,892.0,11157.0,4.0,2.0,1.0,ok
knorr_bremse_ag,Knorr-Bremse AG,2023,1.0,1.0,0.0,1.0,0.0,35.420226,9.933026,45.353252,12036.0,2686.0,14722.0,2494.0,561.0,3055.0,14530.0,3247.0,17777.0,34.0,12.0,1.0,ok
porr_ag,PORR AG,2023,1.0,1.0,0.0,1.0,0.0,34.543462,10.414128,44.957589999999996,11237.0,2621.0,13858.0,2427.0,614.0,3041.0,13664.0,3235.0,16899.0,43.0,23.0,1.0,ok
grammer_aktiengesellschaft,Grammer Aktiengesellschaft,2023,1.0,1.0,0.0,1.0,0.0,32.660634,12.170691,44.831325,9324.0,2064.0,11388.0,2164.0,733.0,2897.0,11488.0,2797.0,14285.0,21.0,11.0,1.0,ok
vonovia_se,Vonovia SE,2023,1.0,1.0,0.0,1.0,0.0,29.620088,15.135617,44.755705,8864.0,2094.0,10958.0,2016.0,903.0,2919.0,10880.0,2997.0,13877.0,21.0,20.0,1.0,ok
eni_s_p_a,ENI S.P.A.,2024,1.0,1.0,0.0,1.0,0.0,26.775659,16.815906,43.591565,11923.0,2036.0,13959.0,1896.0,1118.0,3014.0,13819.0,3154.0,16973.0,31.0,22.0,1.0,ok
melia_hotels_international_s_a,"Melia Hotels International, S.A.",2023,1.0,1.0,0.0,1.0,0.0,34.046049,9.217348,43.263397,7688.0,840.0,8528.0,588.0,324.0,912.0,8276.0,1164.0,9440.0,9.0,3.0,1.0,ok
shell_plc,SHELL PLC,2024,1.0,1.0,0.0,1.0,0.0,25.323669,17.302888,42.626557,7193.0,1566.0,8759.0,1787.0,1119.0,2906.0,8980.0,2685.0,11665.0,26.0,26.0,1.0,ok
telefonica_sa,TELEFONICA SA,2024,1.0,1.0,0.0,1.0,0.0,23.137673,17.279615,40.417288,7209.0,1661.0,8870.0,1535.0,1219.0,2754.0,8744.0,2880.0,11624.0,24.0,19.0,1.0,ok
evonik_industries_ag,Evonik Industries AG,2023,1.0,1.0,0.0,1.0,0.0,27.17448,12.888843,40.063323,7347.0,1318.0,8665.0,1542.0,691.0,2233.0,8889.0,2009.0,10898.0,18.0,8.0,1.0,ok
iberdrola_sa,IBERDROLA SA,2024,1.0,1.0,0.0,1.0,0.0,30.287654,9.131757,39.419411,6357.0,1089.0,7446.0,2122.0,424.0,2546.0,8479.0,1513.0,9992.0,11.0,11.0,1.0,ok
lacroix_group,LACROIX Group,2023,1.0,1.0,0.0,1.0,0.0,28.284298,10.747022,39.03132,7046.0,1622.0,8668.0,1847.0,539.0,2386.0,8893.0,2161.0,11054.0,26.0,26.0,1.0,ok
alzchem_group_ag,Alzchem Group AG,2023,1.0,1.0,0.0,1.0,0.0,30.019981,8.800278,38.820259,12397.0,1886.0,14283.0,2046.0,533.0,2579.0,14443.0,2419.0,16862.0,26.0,11.0,1.0,ok
rwe_ag_st,RWE AG St,2023,1.0,1.0,0.0,1.0,0.0,28.508148,9.567229,38.075376999999996,9307.0,2019.0,11326.0,1801.0,534.0,2335.0,11108.0,2553.0,13661.0,33.0,12.0,1.0,ok
heineken_holding_n_v,HEINEKEN HOLDING N.V.,2024,1.0,1.0,0.0,1.0,0.0,26.710091,11.35703,38.067121,5026.0,1435.0,6461.0,1531.0,635.0,2166.0,6557.0,2070.0,8627.0,15.0,15.0,1.0,ok
zumtobel_group_ag,Zumtobel Group AG,2023,1.0,1.0,0.0,1.0,0.0,28.489939,9.456423,37.946362,7275.0,2336.0,9611.0,2032.0,520.0,2552.0,9307.0,2856.0,12163.0,23.0,10.0,1.0,ok
virbac,Virbac,2023,1.0,1.0,0.0,1.0,0.0,26.339861,11.004882,37.344743,11075.0,1738.0,12813.0,1902.0,740.0,2642.0,12977.0,2478.0,15455.0,23.0,23.0,1.0,ok
repsol_sa,REPSOL SA.,2024,1.0,1.0,0.0,1.0,0.0,23.472013,13.241158,36.713171,10325.0,1405.0,11730.0,1667.0,853.0,2520.0,11992.0,2258.0,14250.0,22.0,22.0,1.0,ok
beiersdorf_ag,Beiersdorf AG,2023,1.0,1.0,0.0,1.0,0.0,28.377534,7.457197,35.834731,8014.0,1167.0,9181.0,1667.0,396.0,2063.0,9681.0,1563.0,11244.0,15.0,15.0,1.0,ok
uniqa_insurance_group_ag,UNIQA Insurance Group AG,2023,1.0,1.0,0.0,1.0,0.0,23.555289,12.26347,35.818759,15000.0,1345.0,16345.0,1393.0,533.0,1926.0,16393.0,1878.0,18271.0,18.0,18.0,1.0,ok
polytec_holding_ag,POLYTEC Holding AG,2023,1.0,1.0,0.0,1.0,0.0,26.711383,8.996168,35.707551,11624.0,1699.0,13323.0,1998.0,581.0,2579.0,13622.0,2280.0,15902.0,24.0,15.0,1.0,ok
carrefour,CARREFOUR,2024,1.0,1.0,0.0,1.0,0.0,21.43143,13.795945,35.227374999999995,16145.0,1752.0,17897.0,1474.0,969.0,2443.0,17619.0,2721.0,20340.0,26.0,26.0,1.0,ok
ackermans_van_haaren,Ackermans & van Haaren,2023,1.0,1.0,0.0,1.0,0.0,25.453725,9.526081,34.979805999999996,7312.0,1635.0,8947.0,1853.0,538.0,2391.0,9165.0,2173.0,11338.0,26.0,15.0,1.0,ok
vienna_insurance_group_ag,VIENNA INSURANCE GROUP AG,2023,1.0,1.0,0.0,1.0,0.0,28.572457,5.834833,34.40729,7826.0,1698.0,9524.0,2112.0,294.0,2406.0,9938.0,1992.0,11930.0,17.0,4.0,1.0,ok
elringklinger_ag,ElringKlinger AG,2023,1.0,1.0,0.0,1.0,0.0,23.276087,10.888781,34.164868,14230.0,1351.0,15581.0,1475.0,677.0,2152.0,15705.0,2028.0,17733.0,23.0,17.0,1.0,ok
verbund_ag,VERBUND AG,2024,1.0,1.0,0.0,1.0,0.0,25.250404,8.882792,34.133196,5560.0,999.0,6559.0,1771.0,269.0,2040.0,7331.0,1268.0,8599.0,11.0,10.0,1.0,ok
scout24_se,Scout24 SE,2023,1.0,1.0,0.0,1.0,0.0,15.713283,18.005137,33.71842,9950.0,1089.0,11039.0,1006.0,843.0,1849.0,10956.0,1932.0,12888.0,11.0,11.0,1.0,ok
d_rr_ag,Dürr AG,2023,1.0,1.0,0.0,1.0,0.0,23.095587,10.309976,33.405563,11242.0,1892.0,13134.0,1584.0,595.0,2179.0,12826.0,2487.0,15313.0,20.0,11.0,1.0,ok
agrana_beteiligungs_ag,Agrana Beteiligungs-AG,2023,1.0,1.0,0.0,0.0,0.0,33.267388,0.0,33.267388,5816.0,0.0,5816.0,48.0,0.0,48.0,5864.0,0.0,5864.0,0.0,0.0,1.0,empty
fuchs_se,FUCHS SE,2023,1.0,1.0,0.0,1.0,0.0,20.857095,12.208843,33.065938,8321.0,1189.0,9510.0,1540.0,665.0,2205.0,9861.0,1854.0,11715.0,17.0,17.0,1.0,ok
r_stahl_ag,R. Stahl AG,2023,2.0,2.0,0.0,1.0,0.0,20.886547,12.078046,32.964593,22844.0,1374.0,24218.0,1134.0,629.0,1763.0,23978.0,2003.0,25981.0,19.0,15.0,1.0,ok
volkswagen_ag_vz,Volkswagen AG Vz,2023,1.0,1.0,0.0,1.0,0.0,22.777244,10.026759,32.804003,12291.0,1064.0,13355.0,1322.0,624.0,1946.0,13613.0,1688.0,15301.0,15.0,10.0,1.0,ok
lanxess_ag,LANXESS AG,2023,1.0,1.0,0.0,1.0,0.0,21.363401,11.23635,32.599751,9338.0,1349.0,10687.0,1336.0,389.0,1725.0,10674.0,1738.0,12412.0,16.0,7.0,1.0,ok
galp_energia_sgps_s_a,GALP ENERGIA SGPS S.A.,2024,1.0,1.0,0.0,1.0,0.0,24.477658,8.048237,32.525895000000006,6644.0,1887.0,8531.0,1782.0,517.0,2299.0,8426.0,2404.0,10830.0,27.0,10.0,1.0,ok
brenntag_se,Brenntag SE,2023,1.0,1.0,0.0,1.0,0.0,18.803172,13.478477,32.281649,8426.0,1522.0,9948.0,1284.0,882.0,2166.0,9710.0,2404.0,12114.0,21.0,18.0,1.0,ok
koninklijke_ahold_delhaize_n_v,KONINKLIJKE AHOLD DELHAIZE N.V.,2024,1.0,1.0,0.0,1.0,0.0,19.114312,12.875493,31.989805000000004,6183.0,1430.0,7613.0,1122.0,833.0,1955.0,7305.0,2263.0,9568.0,19.0,14.0,1.0,ok
takkt_ag,TAKKT AG,2023,1.0,1.0,0.0,1.0,0.0,24.815956,6.866074,31.68203,11398.0,1743.0,13141.0,1800.0,308.0,2108.0,13198.0,2051.0,15249.0,19.0,8.0,1.0,ok
e_on_se,E.ON SE,2024,1.0,1.0,0.0,1.0,0.0,20.513798,11.145378,31.659176000000002,10755.0,1555.0,12310.0,1321.0,696.0,2017.0,12076.0,2251.0,14327.0,23.0,23.0,1.0,ok
stratec_se,STRATEC SE,2023,1.0,1.0,0.0,1.0,0.0,20.178538,11.348881,31.527419000000002,7046.0,1618.0,8664.0,1289.0,661.0,1950.0,8335.0,2279.0,10614.0,16.0,9.0,1.0,ok
mtu_aero_engines_ag,MTU Aero Engines AG,2023,1.0,1.0,0.0,1.0,0.0,19.255038,12.198481,31.453519,8398.0,999.0,9397.0,1316.0,855.0,2171.0,9714.0,1854.0,11568.0,14.0,12.0,1.0,ok
lenzing_ag,Lenzing AG,2023,1.0,1.0,0.0,1.0,0.0,18.625664,12.810645,31.436309,8657.0,1495.0,10152.0,1291.0,730.0,2021.0,9948.0,2225.0,12173.0,16.0,11.0,1.0,ok
minor_hotels_europe_americas_s_a,"Minor Hotels Europe & Americas, S.A.",2023,1.0,1.0,0.0,1.0,0.0,25.579764,5.800952,31.380716,8769.0,2076.0,10845.0,1784.0,248.0,2032.0,10553.0,2324.0,12877.0,19.0,6.0,1.0,ok
palfinger_ag,Palfinger AG,2023,1.0,1.0,0.0,1.0,0.0,22.892199,8.329946,31.222145,9511.0,1319.0,10830.0,1397.0,488.0,1885.0,10908.0,1807.0,12715.0,17.0,9.0,1.0,ok
safran,SAFRAN,2024,1.0,1.0,0.0,1.0,0.0,18.81194,12.348646,31.160586000000002,6811.0,1224.0,8035.0,969.0,814.0,1783.0,7780.0,2038.0,9818.0,16.0,12.0,1.0,ok
jenoptik_ag,Jenoptik AG,2023,1.0,1.0,0.0,1.0,0.0,21.569122,9.550401,31.119523,9343.0,1610.0,10953.0,1393.0,601.0,1994.0,10736.0,2211.0,12947.0,21.0,9.0,1.0,ok
enag_s_s_a,"Enagás, S.A.",2023,1.0,1.0,0.0,1.0,0.0,22.651351,8.4298,31.081151,12809.0,1172.0,13981.0,1568.0,494.0,2062.0,14377.0,1666.0,16043.0,16.0,9.0,1.0,ok
do_co_ag,DO & CO AG,2023,1.0,1.0,0.0,1.0,0.0,16.185245,14.826914,31.012158999999997,9011.0,1353.0,10364.0,1077.0,940.0,2017.0,10088.0,2293.0,12381.0,18.0,14.0,1.0,ok
compagnie_de_l_odet_se,Compagnie de l'Odet SE,2023,1.0,1.0,0.0,1.0,0.0,18.120922,12.667257,30.788179,17165.0,1359.0,18524.0,1170.0,762.0,1932.0,18335.0,2121.0,20456.0,18.0,18.0,1.0,ok
rh_n_klinikum_ag,RHÖN-KLINIKUM AG,2023,1.0,1.0,0.0,1.0,0.0,20.481252,9.912342,30.393594,10315.0,1316.0,11631.0,1457.0,592.0,2049.0,11772.0,1908.0,13680.0,18.0,11.0,1.0,ok
deutz_ag,Deutz AG,2023,1.0,1.0,0.0,1.0,0.0,19.01221,11.358253,30.370463,6237.0,1301.0,7538.0,1309.0,755.0,2064.0,7546.0,2056.0,9602.0,18.0,16.0,1.0,ok
bmw_ag_vz,BMW AG Vz,2023,2.0,2.0,0.0,1.0,0.0,20.209207,9.98007,30.189276999999997,24935.0,1148.0,26083.0,1070.0,657.0,1727.0,26005.0,1805.0,27810.0,12.0,8.0,1.0,ok
viscom_se,Viscom SE,2023,1.0,1.0,0.0,1.0,0.0,16.200968,12.588398,28.789366,9056.0,1037.0,10093.0,826.0,510.0,1336.0,9882.0,1547.0,11429.0,10.0,5.0,1.0,ok
instone_real_estate_group,Instone Real Estate Group,2023,1.0,1.0,0.0,1.0,0.0,20.297827,8.082726,28.380553,7131.0,1268.0,8399.0,1361.0,337.0,1698.0,8492.0,1605.0,10097.0,10.0,3.0,1.0,ok
ab_volvo,AB VOLVO,2024,1.0,1.0,0.0,1.0,0.0,15.342948,12.886463,28.229411,8048.0,1078.0,9126.0,988.0,640.0,1628.0,9036.0,1718.0,10754.0,9.0,9.0,1.0,ok
azkoyen_s_a,"Azkoyen, S.A.",2023,1.0,1.0,0.0,1.0,0.0,18.791827,9.184525,27.976352000000002,9081.0,1424.0,10505.0,1282.0,513.0,1795.0,10363.0,1937.0,12300.0,11.0,9.0,1.0,ok
l_oreal,L'OREAL,2024,1.0,1.0,0.0,1.0,0.0,19.471704,8.425428,27.897132,9113.0,1146.0,10259.0,1266.0,506.0,1772.0,10379.0,1652.0,12031.0,15.0,8.0,1.0,ok
pne_ag,PNE AG,2023,1.0,1.0,0.0,1.0,0.0,17.303338,10.384797,27.688135000000003,8195.0,1259.0,9454.0,1198.0,425.0,1623.0,9393.0,1684.0,11077.0,14.0,6.0,1.0,ok
prosiebensat_1_media_se,ProSiebenSat.1 Media SE,2023,1.0,1.0,0.0,1.0,0.0,17.147291,9.978297,27.125588,9509.0,1178.0,10687.0,1026.0,600.0,1626.0,10535.0,1778.0,12313.0,13.0,13.0,1.0,ok
volkswagen_ag_st,Volkswagen AG St,2023,1.0,1.0,0.0,1.0,0.0,18.237451,8.787974,27.025425,12344.0,1016.0,13360.0,1229.0,468.0,1697.0,13573.0,1484.0,15057.0,14.0,9.0,1.0,ok
daimler_ag,Daimler AG,2023,1.0,1.0,0.0,1.0,0.0,19.413232,7.468865,26.882097,11196.0,1628.0,12824.0,1302.0,142.0,1444.0,12498.0,1770.0,14268.0,14.0,5.0,1.0,ok
wienerberger_ag,Wienerberger AG,2023,1.0,1.0,0.0,1.0,0.0,21.877747,4.936811,26.814557999999998,15015.0,1095.0,16110.0,1484.0,163.0,1647.0,16499.0,1258.0,17757.0,11.0,5.0,1.0,ok
asml_holding_n_v,ASML HOLDING N.V.,2024,1.0,1.0,0.0,1.0,0.0,19.44578,7.193892,26.639671999999997,6715.0,1266.0,7981.0,1278.0,381.0,1659.0,7993.0,1647.0,9640.0,18.0,11.0,1.0,ok
patrizia_se,PATRIZIA SE,2023,1.0,1.0,0.0,1.0,0.0,16.675207,9.817841,26.493048,13638.0,1508.0,15146.0,1064.0,600.0,1664.0,14702.0,2108.0,16810.0,14.0,14.0,1.0,ok
freenet_ag,freenet AG,2023,1.0,1.0,0.0,1.0,0.0,16.234438,10.223596,26.458034,11958.0,1360.0,13318.0,1047.0,613.0,1660.0,13005.0,1973.0,14978.0,15.0,9.0,1.0,ok
schneider_electric_se,SCHNEIDER ELECTRIC SE,2024,1.0,1.0,0.0,1.0,0.0,16.794941,9.236455,26.031396,10239.0,1427.0,11666.0,1123.0,594.0,1717.0,11362.0,2021.0,13383.0,21.0,17.0,1.0,ok
allianz_se,Allianz SE,2023,1.0,1.0,0.0,1.0,0.0,12.030617,13.875656,25.906273,19182.0,1020.0,20202.0,654.0,588.0,1242.0,19836.0,1608.0,21444.0,14.0,14.0,1.0,ok
flughafen_wien_ag,Flughafen Wien AG,2023,1.0,1.0,0.0,1.0,0.0,14.827309,10.39814,25.225448999999998,7910.0,1451.0,9361.0,926.0,693.0,1619.0,8836.0,2144.0,10980.0,16.0,16.0,1.0,ok
kl_ckner_co_se,Klöckner & Co SE,2023,1.0,1.0,0.0,1.0,0.0,18.841516,6.166064,25.007579999999997,7435.0,1450.0,8885.0,1329.0,287.0,1616.0,8764.0,1737.0,10501.0,12.0,7.0,1.0,ok
friedrich_vorwerk_group_se,Friedrich Vorwerk Group SE,2023,1.0,1.0,0.0,1.0,0.0,15.569434,9.305335,24.874769,6238.0,1354.0,7592.0,1076.0,580.0,1656.0,7314.0,1934.0,9248.0,20.0,10.0,1.0,ok
aib_group_plc,AIB Group plc,2023,2.0,2.0,0.0,1.0,0.0,21.564218999999998,3.305479,24.869698,22435.0,1300.0,23735.0,1167.0,495.0,1662.0,23602.0,1795.0,25397.0,19.0,19.0,1.0,ok
technotrans_se,technotrans SE,2023,1.0,1.0,0.0,1.0,0.0,17.250508,7.564017,24.814525,9883.0,1325.0,11208.0,1197.0,1076.0,2273.0,11080.0,2401.0,13481.0,15.0,15.0,1.0,ok
airbus_se,AIRBUS SE,2024,1.0,1.0,0.0,1.0,0.0,17.419946,7.2559,24.675846,7650.0,865.0,8515.0,878.0,460.0,1338.0,8528.0,1325.0,9853.0,9.0,7.0,1.0,ok
prosegur_cash_s_a,"Prosegur Cash, S.A.",2023,2.0,2.0,0.0,1.0,0.0,18.222335,6.313527,24.535862,28721.0,1105.0,29826.0,950.0,322.0,1272.0,29671.0,1427.0,31098.0,12.0,7.0,1.0,ok
fresenius_medical_care_ag,Fresenius Medical Care AG,2023,1.0,1.0,0.0,1.0,0.0,19.555338,4.668226,24.223564,9354.0,1262.0,10616.0,1182.0,222.0,1404.0,10536.0,1484.0,12020.0,10.0,5.0,1.0,ok
ds_smith_limited,DS SMITH LIMITED,2024,1.0,1.0,0.0,1.0,0.0,17.894143,6.325482,24.219625,6728.0,1020.0,7748.0,880.0,271.0,1151.0,7608.0,1291.0,8899.0,10.0,5.0,1.0,ok
continental_ag,Continental AG,2023,1.0,1.0,0.0,1.0,0.0,16.190438,7.701368,23.891806000000003,7755.0,1427.0,9182.0,1087.0,451.0,1538.0,8842.0,1878.0,10720.0,14.0,8.0,1.0,ok
delivery_hero_se,Delivery Hero SE,2023,1.0,1.0,0.0,1.0,0.0,15.139807,8.699645,23.839452,20531.0,1184.0,21715.0,866.0,492.0,1358.0,21397.0,1676.0,23073.0,14.0,6.0,1.0,ok
deutsche_telekom_ag,Deutsche Telekom AG,2023,1.0,1.0,0.0,1.0,0.0,18.166475,5.614556,23.781031,9718.0,1289.0,11007.0,1141.0,215.0,1356.0,10859.0,1504.0,12363.0,15.0,5.0,1.0,ok
akzo_nobel_nv,AKZO NOBEL NV,2024,1.0,1.0,0.0,1.0,0.0,14.947549,8.785192,23.732741,4713.0,936.0,5649.0,812.0,533.0,1345.0,5525.0,1469.0,6994.0,11.0,11.0,1.0,ok
cewe_stiftung_co_kgaa,CEWE Stiftung & Co. KGaA,2023,1.0,1.0,0.0,1.0,0.0,17.817002,5.520545,23.337547,9146.0,1180.0,10326.0,1174.0,272.0,1446.0,10320.0,1452.0,11772.0,12.0,7.0,1.0,ok
heidelberg_materials_ag,Heidelberg Materials AG,2023,1.0,1.0,0.0,1.0,0.0,18.41038,4.922164,23.332544,7994.0,1555.0,9549.0,1210.0,220.0,1430.0,9204.0,1775.0,10979.0,12.0,3.0,1.0,ok
s_immo_ag,S IMMO AG,2023,1.0,1.0,0.0,1.0,0.0,16.825216,6.226093,23.051309,16017.0,1084.0,17101.0,1108.0,347.0,1455.0,17125.0,1431.0,18556.0,11.0,4.0,1.0,ok
acerinox_s_a,Acerinox S.A.,2023,2.0,2.0,0.0,1.0,0.0,11.413152,11.612594,23.025745999999998,22734.0,1603.0,24337.0,1510.0,745.0,2255.0,24244.0,2348.0,26592.0,15.0,10.0,1.0,ok
edp_renov_veis_s_a,"EDP Renováveis, S.A.",2023,1.0,1.0,0.0,1.0,0.0,19.818518,2.850634,22.669152,12318.0,1340.0,13658.0,992.0,100.0,1092.0,13310.0,1440.0,14750.0,9.0,3.0,1.0,ok
koenig_bauer_ag,Koenig & Bauer AG,2023,1.0,1.0,0.0,1.0,0.0,15.826387,6.573969,22.400356000000002,8363.0,1146.0,9509.0,1084.0,361.0,1445.0,9447.0,1507.0,10954.0,12.0,6.0,1.0,ok
sartorius_ag_vz,Sartorius AG Vz,2023,1.0,1.0,0.0,1.0,0.0,15.53145,6.862344,22.393794,7043.0,782.0,7825.0,1063.0,357.0,1420.0,8106.0,1139.0,9245.0,8.0,8.0,1.0,ok
talanx_aktiengesellschaft,Talanx Aktiengesellschaft,2023,1.0,1.0,0.0,1.0,0.0,12.184969,9.963301,22.14827,16807.0,869.0,17676.0,679.0,525.0,1204.0,17486.0,1394.0,18880.0,8.0,6.0,1.0,ok
schoeller_bleckmann_ag,SCHOELLER-BLECKMANN AG,2023,1.0,1.0,0.0,1.0,0.0,13.803229,8.172921,21.97615,6306.0,1188.0,7494.0,888.0,438.0,1326.0,7194.0,1626.0,8820.0,15.0,7.0,1.0,ok
audax_renovables_s_a,"Audax Renovables, S.A.",2023,1.0,1.0,0.0,1.0,0.0,16.044659,5.873735,21.918394,7914.0,1194.0,9108.0,988.0,310.0,1298.0,8902.0,1504.0,10406.0,10.0,4.0,1.0,ok
mediclin_ag,MediClin AG,2023,1.0,1.0,0.0,1.0,0.0,14.405749,7.136593,21.542342,6824.0,1046.0,7870.0,870.0,375.0,1245.0,7694.0,1421.0,9115.0,9.0,6.0,1.0,ok
daimler_truck_holding_ag,Daimler Truck Holding AG,2023,1.0,1.0,0.0,1.0,0.0,16.744159,4.698054,21.442213,8122.0,1272.0,9394.0,1006.0,125.0,1131.0,9128.0,1397.0,10525.0,15.0,4.0,1.0,ok
suss_microtec_se,SUSS MicroTec SE,2023,1.0,1.0,0.0,1.0,0.0,13.497293,7.86398,21.361273,7377.0,1111.0,8488.0,783.0,413.0,1196.0,8160.0,1524.0,9684.0,12.0,11.0,1.0,ok
hella_gmbh_co_kgaa,HELLA GmbH & Co. KGaA,2023,1.0,1.0,0.0,1.0,0.0,6.477872,14.595712,21.073584,10430.0,1192.0,11622.0,1104.0,941.0,2045.0,11534.0,2133.0,13667.0,12.0,7.0,1.0,ok
immofinanz_ag,Immofinanz AG,2023,1.0,1.0,0.0,1.0,0.0,11.261238,9.71516,20.976398,7041.0,898.0,7939.0,546.0,373.0,919.0,7587.0,1271.0,8858.0,9.0,4.0,1.0,ok
krones_ag,Krones AG,2023,1.0,1.0,0.0,1.0,0.0,12.612159,8.093301,20.705460000000002,8981.0,1036.0,10017.0,712.0,432.0,1144.0,9693.0,1468.0,11161.0,11.0,9.0,1.0,ok
bayer_ag,Bayer AG,2023,1.0,1.0,0.0,1.0,0.0,13.857743,6.825008,20.682751,10090.0,1239.0,11329.0,897.0,400.0,1297.0,10987.0,1639.0,12626.0,11.0,9.0,1.0,ok
teamviewer_se,TeamViewer SE,2023,1.0,1.0,0.0,1.0,0.0,11.032275,9.613001,20.645276000000003,5747.0,952.0,6699.0,742.0,519.0,1261.0,6489.0,1471.0,7960.0,10.0,8.0,1.0,ok
