company,report_year,activity,label,code_numeric
ASML HOLDING N.V.,2024,Electricity generation using solar photovoltaic technology,CCM,4.1
ASML HOLDING N.V.,2024,Transmission & distribution of electricity,CCM,4.9
ASML HOLDING N.V.,2024,Renovation of existing buildings,CCM,7.2
ASML HOLDING N.V.,2024,Acquisition and ownership of buildings,CCM,7.7
ASML HOLDING N.V.,2024,Acquisition and ownership of buildings,CCM,7.7
ASML HOLDING N.V.,2024,Manufacturing of electrical equipment,CE,1.2
ASML HOLDING N.V.,2024,"Repair, refurbishment and remanufacturing",CE,5.1
ASML HOLDING N.V.,2024,Sale of spare parts,CE,5.2
ASML HOLDING N.V.,2024,Sale of second-hand goods,CE,5.4
ATOSS Software SE,2023,"Carriage by motorbikes, passenger cars and light commercial vehicles",CCM,6.5
ATOSS Software SE,2023,Manufacturer of electrical and electronic equipment,CE,1.2
ATOSS Software SE,2023,"The undertaking carries out, funds or has exposures to construction and safe operationof new nuclear installations to produce electricity or process heat, including for thepurposes of district heating or industrial processes such as hydrogen production, as wellas their safety upgrades, using best available technologies.",,
ATOSS Software SE,2023,"The undertaking carries out, funds or has exposures to construction or operation of electricitygeneration facilities that produce electricity using fossil gaseous fuels.",,
ATOSS Software SE,2023,"The undertaking carries out, funds or has exposures to construction, refurbishment andoperation of heat generation facilities that produce heat/cool using fossil gaseous fuels.",,
ATOSS Software SE,2023,"The undertaking carries out, funds or has exposures to construction, refurbishment, andoperation of combined heat/cool and power generation facilities using fossil gaseousfuels.",,
ATOSS Software SE,2023,"The undertaking carries out, funds or has exposures to research, development, demonstrationand deployment of innovative electricity generation facilities that produce energy fromnuclear processes with minimal waste from the fuel cycle.",,
ATOSS Software SE,2023,"The undertaking carries out, funds or has exposures to safe operation of existing nuclearinstallations that produce electricity or process heat, including for the purposes of districtheating or industrial processes such as hydrogen production from nuclear energy, as well astheir safety upgrades.",,
Acerinox S.A.,2023,Iron and steel manufacturing,,3.9
Acerinox S.A.,2023,Manufacture of iron and steel (CNAE 12.24),CCM,3.9
Acerinox S.A.,2023,"The undertaking carries out, funds or has exposures to construction and safe operation of new nuclear installations to produce electricity or process heat, including for the purposes of district heating or industrial processes such as hydrogen production, as well as their safety upgrades, using best available technologies.",,
Acerinox S.A.,2023,"The undertaking carries out, funds or has exposures to construction or operation of electricity generation facilities that produce electricity using fossil gaseous fuels.",,
Acerinox S.A.,2023,"The undertaking carries out, funds or has exposures to construction, refurbishment and operation of heat generation facilities that produce heat/cool using fossil gaseous fuels.",,
Acerinox S.A.,2023,"The undertaking carries out, funds or has exposures to construction, refurbishment, and operation of combined heat/cool and power generation facilities using fossil gaseous fuels.",,
Acerinox S.A.,2023,"The undertaking carries out, funds or has exposures to research, development, demonstration and deployment of innovative electricity generation facilities that produce energy from nuclear processes with minimal waste from the fuel cycle.",,
Acerinox S.A.,2023,"The undertaking carries out, funds or has exposures to safe operation of existing nuclear installations that produce electricity or process heat, including for the purposes of district heating or industrial processes such as hydrogen production from nuclear energy, as well as their safety upgrades.",,
Ackermans & van Haaren,2023,Electricity generation from wind power,,D35.11
Ackermans & van Haaren,2023,Transmission and Distribution of Electricity,,D35.12
Ackermans & van Haaren,2023,Sorting and material recovery of non-hazardous waste,,E38.32
Ackermans & van Haaren,2023,Renovation of existing buildings,,F41
Ackermans & van Haaren,2023,Construction of new buildings,,F41.1
Ackermans & van Haaren,2023,"Installation, maintenance and repair of instruments and devices for measuring, regulation and controlling energy performance of buildings",,F42
Ackermans & van Haaren,2023,Infrastructure for rail transport,,F42.12
Ackermans & van Haaren,2023,Computer programming activities,,J62.01
Ackermans & van Haaren,2023,Acquisition and ownership of buildings,,L68
Ackermans & van Haaren,2023,Remediation of contaminated sites and areas,,
"Aena S.M.E., S.A.",2023,Infrastructure enabling low-carbon road transport and public transport,CCM,6.15
"Aena S.M.E., S.A.",2023,Low carbon airport infrastructure,CCM,6.17
"Aena S.M.E., S.A.",2023,Air transport ground handling operations,CCM,6.20
"Aena S.M.E., S.A.",2023,"Transport by motorbikes, passenger cars and light commercial vehicles",CCM,6.5
"Aena S.M.E., S.A.",2023,"Installation, maintenance and repair of energy efficiency equipment",CCM,7.3
"Aena S.M.E., S.A.",2023,"Installation, maintenance and repair of charging stations for electric vehicles in buildings (and parking spaces attached to buildings)",CCM,7.4
"Aena S.M.E., S.A.",2023,"Installation, maintenance and repair of renewable energy technologies",CCM,7.6
"Aena S.M.E., S.A.",2023,Acquisition and ownership of buildings,CCM,7.7
"Aena S.M.E., S.A.",2023,Production of alternative water resources for purposes other than human consumption,CE,2.2
"Aena S.M.E., S.A.",2023,Maintenance of roads and motorways,CE,3.4
"Aena S.M.E., S.A.",2023,Remediation of contaminated sites and areas,PPC,2.4
"Aena S.M.E., S.A.",2023,Urban waste water treatment,WRT,2.2
Alzchem Group AG,2023,Power generation using photovoltaic technology,CCM,4.1
Alzchem Group AG,2023,Transmission and distribution of electricity (e),CCM,4.9
Alzchem Group AG,2023,"Construction, expansion and operation of water extraction, treatment and supply systems",CCM,5.1
Alzchem Group AG,2023,"Renewal of water extraction, treatment and supply systems",CCM,5.2
Alzchem Group AG,2023,"Construction, expansion and operation of wastewater collection and treatment systems",CCM,5.3
Alzchem Group AG,2023,Renewal of wastewater collection and treatment systems,CCM,5.4
Alzchem Group AG,2023,Rail transport infrastructure,CCM,6.14
Alzchem Group AG,2023,Freight transportation by rail,CCM,6.2
Alzchem Group AG,2023,"Operation of devices for personal mobility, cycling logistics",CCM,6.4
Alzchem Group AG,2023,"Data processing, hosting and related activities",CCM,8.1
Alzchem Group AG,2023,"Market-oriented research, development and innovation",CCM,9.1
Andritz AG,2023,"Renewal of water collection, treatment, and supply systems",,5.2.
Andritz AG,2023,"Transport by motorbikes, passenger cars, and light commercial vehicles",,6.5.
Andritz AG,2023,Renovation of existing buildings,,7.2.
Andritz AG,2023,"Installation, maintenance, and repair of charging stations for electric vehicles in buildings (and parking spaces attached to buildings)",,7.4.
Andritz AG,2023,"Installation, maintenance, and repair of renewable energy technologies",,7.6.
Andritz AG,2023,Manufacture of renewable energy,CCM,3.1
Andritz AG,2023,"Manufacture, installation, and servicing of high, medium and low voltage electrical equipment for electrical transmission and distribution that result in or enable a substantial contribution to climate change mitigation",CCM,3.20
Andritz AG,2023,Manufacture of other low carbon technologies,CCM,3.6
Andritz AG,2023,"Renewal of water collection, treatment, and supply systems",CCM,5.2
Andritz AG,2023,"Transport by motorbikes, passenger cars, and light commercial vehicles",CCM,6.5
Andritz AG,2023,Renovation of existing buildings,CCM,7.2
Andritz AG,2023,"Installation, maintenance, and repair of charging stations for electric vehicles in buildings (and parking spaces attached to buildings)",CCM,7.4
Andritz AG,2023,"Installation, maintenance, and repair of renewable energy technologies",CCM,7.6
Andritz AG,2023,"Repair, refurbishment and remanufacturing",CE,5.1
"Audax Renovables, S.A.",2023,4.1. Electricity generation through solar photovoltaic technology (Year 2022),,4.1
"Audax Renovables, S.A.",2023,4.3. Electricity generation from wind energy (Year 2022),,4.3
"Azkoyen, S.A.",2023,Provisión de soluciones basadas en datos de TI/OT,,4.1.
"Azkoyen, S.A.",2023,"Reparación, reacondicionamiento y remanufactura",,5.1.
"Azkoyen, S.A.",2023,Venta de repuestos,,5.2.
"Azkoyen, S.A.",2023,Venta de bienes de segunda mano,,5.4.
"Azkoyen, S.A.",2023,Producto como servicio y otros modelos de servicio circulares orientados a resultados y uso,,5.5.
"Azkoyen, S.A.",2023,"Transporte por motocicletas, turismos y vehiculos comerciales (6.5)",,6.5.
"Azkoyen, S.A.",2023,"Instalación, mantenimiento y reparación de equipos de eficiencia energética (7.3)",,7.3.
"Azkoyen, S.A.",2023,"Instalación, mantenimiento y reparación de estaciones de recarga para vehículos eléctricos en edificios (y en las plazas de aparcamiento anexas a los edificios)",,7.4.
"Azkoyen, S.A.",2023,"Instalación, mantenimiento y reparación de tecnologias de energía renovable (7.6)",,7.6.
BAWAG Group AG,2023,"The undertaking carries out, funds or has exposures to construction and safe operation of new nuclear installations to produce electricity or process heat, including for the purposes of district heating or industrial processes such as hydrogen production, as well as their safety upgrades, using best available technologies.",,
BAWAG Group AG,2023,"The undertaking carries out, funds or has exposures to construction or operation of electricity generation facilities that produce electricity using fossil gaseous fuels.",,
BAWAG Group AG,2023,"The undertaking carries out, funds or has exposures to construction, refurbishment and operation of heat generation facilities that produce heat/cool using fossil gaseous fuels.",,
BAWAG Group AG,2023,"The undertaking carries out, funds or has exposures to construction, refurbishment, and operation of combined heat/cool and power generation facilities using fossil gaseous fuels.",,
BAWAG Group AG,2023,"The undertaking carries out, funds or has exposures to research, development, demonstration and deployment of innovative electricity generation facilities that produce energy from nuclear processes with minimal waste from the fuel cycle.",,
BAWAG Group AG,2023,"The undertaking carries out, funds or has exposures to safe operation of existing nuclear installations that produce electricity or process heat, including for the purposes of district heating or industrial processes such as hydrogen production from nuclear energy, as well as their safety upgrades.",,
BMW AG Vz,2023,Manufacture of low carbon technologies for transport,CCM,3.3
BMW AG Vz,2023,"Transport by motorbikes, passenger cars and light commercial vehicles",CCM,6.5
BMW AG Vz,2023,Sale of second-hand goods,CE,5.4
Bayer AG,2023,"Construction, extension and operation of waste water collection and treatment",CCM,5.3
Bayer AG,2023,Renewal of waste water collection and treatment,CCM,5.4
Bayer AG,2023,"Transport by motorbikes, passenger cars and light commercial vehicles",CCM,6.5
Bayer AG,2023,Renovation of existing buildings,CCM,7.2
Bayer AG,2023,"Installation, maintenance and repair of energy efficiency equipment",CCM,7.3
Bayer AG,2023,"Installation, maintenance and repair of instruments and devices for measuring, regulation and controlling energy performance of buildings",CCM,7.5
Bayer AG,2023,Acquisition and ownership of buildings,CCM,7.7
Bayer AG,2023,Manufacture of medicinal products,PPC,1.2
Bechtle AG,2023,Automobiles and lorries,,6.5
Bechtle AG,2023,Renovation of existing buildings,,7.2
Bechtle AG,2023,Energy-efficient equipment,,7.3
Bechtle AG,2023,Charging stations,,7.4
Bechtle AG,2023,Renewable energies,,7.6
Bechtle AG,2023,Buildings,,7.7
Beiersdorf AG,2023,"Transport by motorbikes, passenger cars and light commercial vehicles",,6.5
Beiersdorf AG,2023,"Installation, maintenance and repair of instruments and devices for measuring, regulation and controlling energy performance of buildings",,7.5
Beiersdorf AG,2023,"Installation, maintenance and repair of renewable energy technologies",,7.6
Beiersdorf AG,2023,Acquisition and ownership of buildings,,7.7
Beiersdorf AG,2023,Manufacture of batteries,CCM,3.4
Beiersdorf AG,2023,Production of heat/cool using waste heat,CCM,4.25
Beiersdorf AG,2023,High-efficiency co-generation of heat/cool and power from fossil gaseous fuels,CCM,4.30
Beiersdorf AG,2023,"Transport by motorbikes, passenger cars and light commercial vehicles",CCM,6.5
Beiersdorf AG,2023,"Installation, maintenance and repair of energy efficiency equipment",CCM,7.3
Beiersdorf AG,2023,"Installation, maintenance and repair of charging stations for electric vehicles in buildings (and parking spaces attached to buildings)",CCM,7.4
Beiersdorf AG,2023,"Installation, maintenance and repair of instruments and devices for measuring, regulation and controlling energy performance of buildings",CCM,7.5
Beiersdorf AG,2023,"Installation, maintenance and repair of renewable energy technologies",CCM,7.6
Beiersdorf AG,2023,Acquisition and ownership of buildings,CCM,7.7
Beiersdorf AG,2023,"Data processing, hosting and related activities",CCM,8.1
Beiersdorf AG,2023,Data-driven solutions for GHG emissions reductions,CCM,8.2
Bike24 Holding AG,2023,Acquisition and ownership of buildings,,
Bike24 Holding AG,2023,"Operation of personal mobility devices, cycle logistics",,
Bilfinger SE,2023,Manufacture of renewable energy technologies,CCM,3.1
Bilfinger SE,2023,Manufacture of equipment for the production and use of hydrogen,CCM,3.2
Bilfinger SE,2023,Manufacture of low-carbon transport technologies,CCM,3.3
Bilfinger SE,2023,Manufacture of other low-carbon technologies,CCM,3.6
Bilfinger SE,2023,Storage of electricity,CCM,4.10
Bilfinger SE,2023,Storage of hydrogen,CCM,4.12
Bilfinger SE,2023,Transmission and distribution networks for renewable and low-carbon gases,CCM,4.14
Bilfinger SE,2023,District heating / cooling distribution,CCM,4.15
Bilfinger SE,2023,Installation and operation of electric heat pumps,CCM,4.16
Bilfinger SE,2023,Production of heat/cool using waste heat,CCM,4.25
Bilfinger SE,2023,"Construction and safe operation of new nuclear power plants for the generation of electricity or heat, including for hydrogen production, using best available technologies",CCM,4.27
Bilfinger SE,2023,Electricity generation from fossil gaseous fuels,CCM,4.29
Bilfinger SE,2023,High-efficiency co-generation of heat/cool and power from fossil gaseous fuels,CCM,4.30
Bilfinger SE,2023,Production of heat/cool from fossil gaseous fuels in an efficient district heating and cooling system,CCM,4.31
Bilfinger SE,2023,Electricity generation from hydropower,CCM,4.5
Bilfinger SE,2023,Transmission and distribution of electricity,CCM,4.9
Bilfinger SE,2023,"Construction, extension and operation of water collection, treatment and supply systems",CCM,5.1
Bilfinger SE,2023,Transport of CO2,CCM,5.11
Bilfinger SE,2023,"Construction, extension and operation of waste water collection and treatment systems",CCM,5.3
Bilfinger SE,2023,"Infrastructure for personal mobility, cycle logistics",CCM,6.13
Bilfinger SE,2023,Infrastructure for rail transport,CCM,6.14
Bilfinger SE,2023,Infrastructure enabling low-carbon road transport and public transport,CCM,6.15
Bilfinger SE,2023,Construction of new buildings,CCM,7.1
Bilfinger SE,2023,Renovation of existing buildings,CCM,7.2
Bilfinger SE,2023,"Installation, maintenance and repair of energy-efficiency equipment",CCM,7.3
Bilfinger SE,2023,Professional services related to energy performance of buildings,CCM,9.3
Bilfinger SE,2023,Maintenance of roads and motorways,CE,3.4
Bilfinger SE,2023,Use of concrete in civil engineering,CE,3.5
Brenntag SE,2023,Manufacture of other low carbon technologies,CCM,3.6
Brenntag SE,2023,"Transport by motorbikes, passenger cars and light commercial vehicles",CCM,6.5
Brenntag SE,2023,Freight transport services by road,CCM,6.6
Brenntag SE,2023,Construction of new buildings,CCM,7.1
Brenntag SE,2023,"Installation, maintenance and repair of energy efficiency equipment",CCM,7.3
Brenntag SE,2023,"Installation, maintenance and repair of charging stations for electric vehicles in buildings (and parking spaces attached to buildings)",CCM,7.4
Brenntag SE,2023,"Installation, maintenance and repair of renewable energy technologies",CCM,7.6
Brenntag SE,2023,Acquisition and ownership of buildings,CCM,7.7
Brenntag SE,2023,Treatment of hazardous waste,CE,2.4
Brenntag SE,2023,Construction of new buildings,CE,3.1
Brenntag SE,2023,Remediation of contaminated sites and areas,PPC,2.4
Brenntag SE,2023,Treatment of urban waste water,WTR,2.2
CA Immobilien Anlagen AG,2023,Transport by passenger car,,6.5
CA Immobilien Anlagen AG,2023,Construction of new buildings,,7.1
CA Immobilien Anlagen AG,2023,Acquisition and ownership of buildings,,7.7
CARREFOUR,2024,1.2 — Capital expenditure on IT hardware,,1.2
CARREFOUR,2024,2.7 — Sorting and material recovery of non-hazardous waste,,2.7
CARREFOUR,2024,4.1 — Providing IT/operational solutions based on data,,4.1
CARREFOUR,2024,Sale of second-hand goods,,5.4
CARREFOUR,2024,5.5 — Recycling and reusing plastic and cardboard,,5.5
CARREFOUR,2024,"Transport by motorbikes, passenger cars and light commercial vehicles",,6.5
CARREFOUR,2024,7.1 — Construction of new buildings,,7.1
CARREFOUR,2024,7.2 — Renovation of existing buildings,,7.2
CARREFOUR,2024,7.3 —,,7.3
CARREFOUR,2024,"7.4 — Installation, maintenance and repair of charging stations for electric vehicules in buildings (and parking spaces attached to buildings)",,7.4
CARREFOUR,2024,"7.5 — Installation, maintenance and repair of instruments and devices for measuring, regulating and controlling energy performance of buildings",,7.5
CARREFOUR,2024,"7.6 — Installation, maintenance and repair of renewable energy technologies",,7.6
CARREFOUR,2024,7.7 — Acquisition and ownership of buildings,,7.7
CARREFOUR,2024,Collection and transport of non-hazardous waste in source segregated fractions,CCM,5.5
CARREFOUR,2024,"Transport by motorbikes, passenger cars and light commercial vehicles",CCM,6.5
CARREFOUR,2024,Construction of new buildings,CCM,7.1
CARREFOUR,2024,Renovation of existing buildings,CCM,7.2
CARREFOUR,2024,"Installation, maintenance and repair of energy efficiency equipment",CCM,7.3
CARREFOUR,2024,"Installation, maintenance and repair of charging stations for electric vehicles in buildings (and parking spaces attached to buildings)",CCM,7.4
CARREFOUR,2024,"Installation, maintenance and repair of charging stations for electric vehicles in buildings (and parking spaces attached to buildings)",CCM,7.4
CARREFOUR,2024,"Installation, maintenance and repair of renewable energy technologies",CCM,7.6
CARREFOUR,2024,"Installation, maintenance and repair of renewable energy technologies",CCM,7.6
CARREFOUR,2024,Acquisition and ownership of buildings,CCM,7.7
CARREFOUR,2024,"Manufacturing of electrical and electronic equipment for industrial, professional and consumer use",CE,1.2
CARREFOUR,2024,Sorting and material recovery of non‑hazardous waste,CE,2.7
CARREFOUR,2024,Provision of IT/OT data‑driven solutions,CE,4.1
CARREFOUR,2024,Sale of second‑hand goods,CE,5.4
CARREFOUR,2024,"Manufacture, installation and associated services for leakage control technologies enabling leakage reduction and prevention in water supply systems",WTR,1.1
CEWE Stiftung & Co. KGaA,2023,"Operation of personal mobility devices, cycle logistics",CCM,6.4
CEWE Stiftung & Co. KGaA,2023,"Transport by motorbikes, passenger cars and light commercial vehicles",CCM,6.5
CEWE Stiftung & Co. KGaA,2023,"Installation, maintenance and repair of energy efficiency equipment",CCM,7.4
CEWE Stiftung & Co. KGaA,2023,"Installation, maintenance and repair of instruments and devices for measuring, regulation and controlling energy performance of buildings",CCM,7.5
CEWE Stiftung & Co. KGaA,2023,"Installation, maintenance and repair of renewable energy technologies",CCM,7.6
CEWE Stiftung & Co. KGaA,2023,"Data processing, hosting and related activities",CCM,8.1
CEWE Stiftung & Co. KGaA,2023,Professional services related to energy performance of buildings,CCM,9.31
CHRISTIAN DIOR,2024,Renovation of existing buildings,CCA,7.2
CHRISTIAN DIOR,2024,"Installation, maintenance and repair of energy efficiency equipment",CCA,7.3
CHRISTIAN DIOR,2024,"Installation, maintenance and repair of charging stations for electric vehicles",CCA,7.4
CHRISTIAN DIOR,2024,"Installation, maintenance and repair of instruments and devices for measuring, regulation and controlling energy performance of buildings",CCA,7.5
CHRISTIAN DIOR,2024,"Installation, maintenance and repair of renewable energy technologies",CCA,7.6
CHRISTIAN DIOR,2024,Acquisition and ownership of buildings,CCA,7.7
CHRISTIAN DIOR,2024,Renovation of existing buildings,CCM,7.2
CHRISTIAN DIOR,2024,"Installation, maintenance and repair of energy efficiency equipment",CCM,7.3
CHRISTIAN DIOR,2024,"Installation, maintenance and repair of charging stations for electric vehicles",CCM,7.4
CHRISTIAN DIOR,2024,"Installation, maintenance and repair of instruments and devices for measuring, regulation and controlling energy performance of buildings",CCM,7.5
CHRISTIAN DIOR,2024,"Installation, maintenance and repair of renewable energy technologies",CCM,7.6
CHRISTIAN DIOR,2024,Acquisition and ownership of buildings,CCM,7.7
CHRISTIAN DIOR,2024,Renovation of existing buildings,CE,3.2
"CIE Automotive, S.A.",2023,Manufacturing of automotive and mobility components,CCM,3.18
"CIE Automotive, S.A.",2023,"Installation, maintenance and repair of energy efficient equipment",CCM,7.3
"CIE Automotive, S.A.",2023,"Installation, maintenance and repair of renewable energy technologies",CCM,7.6
Commerzbank AG,2023,Other publishing activities,,58.19
Commerzbank AG,2023,"Motion picture, video and television programme production activities",,59.11
Commerzbank AG,2023,Sound recording and music publishing activities,,59.20
Commerzbank AG,2023,Television programming and broadcasting activities,,60.20
Commerzbank AG,2023,Wired telecommunications activities,,61.10
Commerzbank AG,2023,Wireless telecommunications activities,,61.20
Commerzbank AG,2023,Other telecommunications activities,,61.90
Commerzbank AG,2023,Computer programming activities,,62.01
Commerzbank AG,2023,Computer consultancy activities,,62.02
Commerzbank AG,2023,Computer facilities management activities,,62.03
Commerzbank AG,2023,Other information technology and computer service activities,,62.09
Commerzbank AG,2023,"Data processing, hosting and related activities",,63.11
Commerzbank AG,2023,Web portals,,63.12
Commerzbank AG,2023,Other monetary intermediation,,64.19
Commerzbank AG,2023,Activities of holding companies,,64.20
Commerzbank AG,2023,"Other financial service activities, except insurance and pension funding n.e.c.",,64.99
Commerzbank AG,2023,Buying and selling of own real estate,,68.10
Commerzbank AG,2023,Renting and operating of own or leased real estate,,68.20
Commerzbank AG,2023,Real estate agencies,,68.31
Commerzbank AG,2023,Management of real estate on a fee or contract basis,,68.32
Commerzbank AG,2023,Legal activities,,69.10
Commerzbank AG,2023,"Accounting, bookkeeping and auditing activities; tax consultancy",,69.20
Commerzbank AG,2023,Activities of head offices,,70.10
Commerzbank AG,2023,Business and other management consultancy activities,,70.22
Commerzbank AG,2023,Architectural activities,,71.11
Commerzbank AG,2023,Engineering activities and related technical consultancy,,71.12
Commerzbank AG,2023,Technical testing and analysis,,71.20
