company,report_year,chunk_index,activity,Sub_activity_code
AIRBUS SE,2024,5,3.21 Manufacturing of Aircraft,3.21
AIRBUS SE,2024,1,Manufacturing of aircraft,CCM 3.21
AIRBUS SE,2024,2,Production of heat and cool from bioenergy(c)(d),CCM 4.24 /CCA 4.24
AIRBUS SE,2024,2,"Installation, maintenance and repair of energy efficiency equipment",CCM 7.3/CCA 7.3
AIRBUS SE,2024,2,"Installation, maintenance and repair of renewable energy technologies",CCM 7.6/CCA 7.6
AIRBUS SE,2024,2,"Data processing, hosting and related activities",CCM 8.1
AKWEL,2023,3,5.2 - Sale of spare parts,128
AKWEL,2023,3,"5.1 - Repair, refurbishment and reconditioning",20
AKWEL,2023,3,3.18 - Manufacture of automotive and mobility components,"20,6"
AKWEL,2023,3,3.18 - Manufacture of automotive and mobility components,"3,4"
AKWEL,2023,6,Activity 3.18 - Manufacture of automotive and mobility components,3.18
AKWEL,2023,7,"Repair, refurbishment and remanufacturing",5.1
AKWEL,2023,7,Sale of spare parts,5.2
AKWEL,2023,6,"Activity 6.5 - Motorcycle, passenger car and light commercial vehicle transport",6.5
AKWEL,2023,6,Activity 7.2 - Renovating existing buildings,7.2
AKWEL,2023,6,"Activity 7.3 - Installation, maintenance and repair of energy efficiency",7.3
AKWEL,2023,7,Acquisition and ownership of buildings,7.7
AKZO NOBEL NV,2024,3,3.1 Manufacture of renewable energy technologies,3.1
AKZO NOBEL NV,2024,3,3.3 Manufacture of low carbon technologies for transport,3.3
AKZO NOBEL NV,2024,3,3.6 Manufacture of other low carbon technologies,3.6
AKZO NOBEL NV,2024,3,4.1 Provision of IT/OT data-driven solutions,4.1
AKZO NOBEL NV,2024,3,"5.3 Construction, extension and operation of waste water collection and treatment",5.3
AKZO NOBEL NV,2024,3,"6.5 Transport by motorbikes, passenger cars and light commercial vehicles",6.5
AKZO NOBEL NV,2024,3,7.2 Renovation of existing buildings,7.2
AKZO NOBEL NV,2024,3,"7.6 Installation, maintenance and repair of renewable energy technologies",7.6
AKZO NOBEL NV,2024,3,7.7 Acquisition and ownership of buildings,7.7
AKZO NOBEL NV,2024,3,8.2 Data-driven solutions for GHG emissions reductions,8.2
AKZO NOBEL NV,2024,1,Manufacture of renewable energy technologies,CCM 3.1
AKZO NOBEL NV,2024,1,Manufacture of low carbon technologies for transport,CCM 3.3
AKZO NOBEL NV,2024,1,Manufacture of other low carbon technologies,CCM 3.6
AKZO NOBEL NV,2024,2,"Construction, extension and operation of waste water collection and treatment",CCM 5.3
AKZO NOBEL NV,2024,2,"Transport by motorbikes, passenger cars and light commercial vehicles",CCM 6.5
AKZO NOBEL NV,2024,2,Renovation of existing buildings,CCM 7.2
AKZO NOBEL NV,2024,2,"Installation, maintenance and repair of renewable energy technologies",CCM 7.6
AKZO NOBEL NV,2024,2,Acquisition and ownership of buildings,CCM 7.7
AKZO NOBEL NV,2024,2,Data-driven solutions for GHG emissions reductions,CCM 8.2
AKZO NOBEL NV,2024,2,Provision of IT/OT data-driven solutions,CE 4.1
AKZO NOBEL NV,2024,2,Remediation of contaminated sites and areas,PP 2.4
AMAG Austria Metall AG,2023,1,Manufacture of aluminium through primary alumina (bauxite) process,CCM 3.8.
AMAG Austria Metall AG,2023,1,Secondary aluminium recycling,CCM 3.8. CCA 3.8.
ARCELORMITTAL SA,2024,4,Forest Management,1.3
ARCELORMITTAL SA,2024,4,Manufacture of energy efficient equipment for buildings,3.5
ARCELORMITTAL SA,2024,4,Manufacture of iron and steel,3.9
ARCELORMITTAL SA,2024,4,Electricity Generation from solar photovoltaic technology and wind power respectively,4.1 & 4.3
ARCELORMITTAL SA,2024,4,Material recovery from non-hazardous waste,5.9
ARCELORMITTAL SA,2024,4,Construction of new buildings,7.1
ARCELORMITTAL SA,2024,1,Forest Management,CCM 1.3
ARCELORMITTAL SA,2024,1,Manufacture of energy efficient equipment for buildings,CCM 3.5
ARCELORMITTAL SA,2024,1,Manufacture of Iron and Steel,CCM 3.9
ARCELORMITTAL SA,2024,1,Electricity Generation from wind power and solar photovoltaic technology,CCM 4.1/4.3
ARCELORMITTAL SA,2024,1,Material recovery from non-hazardous waste,CCM 5.9
ARCELORMITTAL SA,2024,3,Construction of new building,CCM 7 .1
ASML HOLDING N.V.,2024,1,Renovation of existing buildings,CCA 7.2
ASML HOLDING N.V.,2024,1,Acquisition and ownership of buildings,CCA 7.7
ASML HOLDING N.V.,2024,1,Electricity generation using solar photovoltaic technology,CCM 4.1
ASML HOLDING N.V.,2024,1,Transmission & distribution of electricity,CCM 4.9
ASML HOLDING N.V.,2024,1,Renovation of existing buildings,CCM 7.2
ASML HOLDING N.V.,2024,1,Acquisition and ownership of buildings,CCM 7.7
ASML HOLDING N.V.,2024,4,"Manufacturing of electrical and electronic equipment for industrial, professional and consumer use",CE 1.2
ASML HOLDING N.V.,2024,1,Renovation of existing buildings,CE 3.2
ASML HOLDING N.V.,2024,2,"Repair, refurbishment and remanufacturing",CE 5.1
ASML HOLDING N.V.,2024,2,Sale of spare parts,CE 5.2
ASML HOLDING N.V.,2024,2,Sale of second-hand goods,CE 5.4
ATOSS Software SE,2023,4,Manufacture of electrical and electronic equipment,1.2
ATOSS Software SE,2023,4,Production of electrical and electronic equipment,6.5
ATOSS Software SE,2023,2,"Carriage by motorbikes, passenger cars and light commercial vehicles",CCM 6.5
ATOSS Software SE,2023,2,Manufacturer of electrical and electronic equipment,CE 1.2
ATOSS Software SE,2023,3,"The undertaking carries out, funds or has exposures to construction and safe operationof new nuclear installations to produce electricity or process heat, including for thepurposes of district heating or industrial processes such as hydrogen production, as wellas their safety upgrades, using best available technologies.",
ATOSS Software SE,2023,3,"The undertaking carries out, funds or has exposures to construction or operation of electricitygeneration facilities that produce electricity using fossil gaseous fuels.",
ATOSS Software SE,2023,3,"The undertaking carries out, funds or has exposures to construction, refurbishment andoperation of heat generation facilities that produce heat/cool using fossil gaseous fuels.",
ATOSS Software SE,2023,3,"The undertaking carries out, funds or has exposures to construction, refurbishment, andoperation of combined heat/cool and power generation facilities using fossil gaseousfuels.",
ATOSS Software SE,2023,3,"The undertaking carries out, funds or has exposures to research, development, demonstrationand deployment of innovative electricity generation facilities that produce energy fromnuclear processes with minimal waste from the fuel cycle.",
ATOSS Software SE,2023,3,"The undertaking carries out, funds or has exposures to safe operation of existing nuclearinstallations that produce electricity or process heat, including for the purposes of districtheating or industrial processes such as hydrogen production from nuclear energy, as well astheir safety upgrades.",
ATOSS Software SE,2023,4,"Transportation by motorcycles, passenger cars and light commercial vehicles",
Acerinox S.A.,2023,1,Manufacture of iron and steel (CNAE 12.24) 3.9,"CCM 1,156"
Acerinox S.A.,2023,1,Manufacture of iron and steel (CNAE 12.24),CCM 3.9
Acerinox S.A.,2023,8,"The undertaking carries out, funds or has exposures to construction and safe operation of new nuclear installations to produce electricity or process heat, including for the purposes of district heating or industrial processes such as hydrogen production, as well as their safety upgrades, using best available technologies.",
Acerinox S.A.,2023,8,"The undertaking carries out, funds or has exposures to construction or operation of electricity generation facilities that produce electricity using fossil gaseous fuels.",
Acerinox S.A.,2023,8,"The undertaking carries out, funds or has exposures to construction, refurbishment and operation of heat generation facilities that produce heat/cool using fossil gaseous fuels.",
Acerinox S.A.,2023,8,"The undertaking carries out, funds or has exposures to construction, refurbishment, and operation of combined heat/cool and power generation facilities using fossil gaseous fuels.",
Acerinox S.A.,2023,8,"The undertaking carries out, funds or has exposures to research, development, demonstration and deployment of innovative electricity generation facilities that produce energy from nuclear processes with minimal waste from the fuel cycle.",
Acerinox S.A.,2023,8,"The undertaking carries out, funds or has exposures to safe operation of existing nuclear installations that produce electricity or process heat, including for the purposes of district heating or industrial processes such as hydrogen production from nuclear energy, as well as their safety upgrades.",
Ackermans & van Haaren,2023,1,Electricity generation from wind power,D35.11
Ackermans & van Haaren,2023,1,Transmission and Distribution of Electricity,D35.12
Ackermans & van Haaren,2023,1,Sorting and material recovery of non-hazardous waste,E38.32
Ackermans & van Haaren,2023,1,Renovation of existing buildings,F41
Ackermans & van Haaren,2023,1,Construction of new buildings,F41.1
Ackermans & van Haaren,2023,2,"Installation, maintenance and repair of instruments and devices for measuring, regulation and controlling energy performance of buildings",F42
Ackermans & van Haaren,2023,1,Infrastructure for rail transport,F42.12
Ackermans & van Haaren,2023,1,Computer programming activities,J62.01
Ackermans & van Haaren,2023,1,Acquisition and ownership of buildings,L68
Ackermans & van Haaren,2023,1,Remediation of contaminated sites and areas,
"Aena S.M.E., S.A.",2023,4,Infrastructure that allows for low-carbon road transport and public transport,6.15
"Aena S.M.E., S.A.",2023,4,Low-carbon airport infrastructures,6.17
"Aena S.M.E., S.A.",2023,4,"Installation, maintenance and repair of energy-efficient equipment.",7.3
"Aena S.M.E., S.A.",2023,4,"Installation, maintenance and repair of electric vehicle charging stations in buildings (and in parking spaces attached to buildings)",7.4
"Aena S.M.E., S.A.",2023,4,"Installing, maintaining and repairing renewable energy technologies",7.6
"Aena S.M.E., S.A.",2023,4,Acquisition and ownership of buildings,7.7
"Aena S.M.E., S.A.",2023,2,Infrastructure enabling low-carbon road transport and public transport,CCM 6.15
"Aena S.M.E., S.A.",2023,2,Low carbon airport infrastructure,CCM 6.17
"Aena S.M.E., S.A.",2023,2,Air transport ground handling operations,CCM 6.20
"Aena S.M.E., S.A.",2023,2,"Transport by motorbikes, passenger cars and light commercial vehicles",CCM 6.5
"Aena S.M.E., S.A.",2023,2,"Installation, maintenance and repair of energy efficiency equipment",CCM 7.3
"Aena S.M.E., S.A.",2023,2,"Installation, maintenance and repair of charging stations for electric vehicles in buildings (and parking spaces attached to buildings)",CCM 7.4
"Aena S.M.E., S.A.",2023,2,"Installation, maintenance and repair of renewable energy technologies",CCM 7.6
"Aena S.M.E., S.A.",2023,2,Acquisition and ownership of buildings,CCM 7.7
"Aena S.M.E., S.A.",2023,2,Production of alternative water resources for purposes other than human consumption,CE 2.2
"Aena S.M.E., S.A.",2023,2,Maintenance of roads and motorways,CE 3.4
"Aena S.M.E., S.A.",2023,2,Remediation of contaminated sites and areas,PPC 2.4
"Aena S.M.E., S.A.",2023,2,Urban waste water treatment,WRT 2.2
Agrana Beteiligungs-AG,2023,1,Manufacture of plastics in primary forms,3.17
Agrana Beteiligungs-AG,2023,1,Production of biogas and biofuels for transport and liquid biofuels,4.13
Agrana Beteiligungs-AG,2023,1,Production of heat/cool using waste heat,4.25
Agrana Beteiligungs-AG,2023,1,"Construction, extension and operation of water collection, treatment and supply systems",5.1
Agrana Beteiligungs-AG,2023,1,"Construction, extension and operation of wastewater collection and treatment systems",5.3
Agrana Beteiligungs-AG,2023,1,Anaerobic digestion of biowaste,5.7
Agrana Beteiligungs-AG,2023,1,"Transport by motorbikes, passenger cars and light commercial vehicles",6.5
Agrana Beteiligungs-AG,2023,1,"Installation, maintenance and repair of energy efficiency equipment",7.3
Agrana Beteiligungs-AG,2023,3,Electricity generation using solar photovoltaic technology,CCM 4.1
Agrana Beteiligungs-AG,2023,3,Manufacture of biogas and biofuels for use in transport and of bioliquids,CCM 4.13
Agrana Beteiligungs-AG,2023,3,Production of heat/cold using waste heat,CCM 4.25
Agrana Beteiligungs-AG,2023,3,"Construction, extension and operation of water collection, treatment and supply systems",CCM 5.1/WTR 2.1
Agrana Beteiligungs-AG,2023,3,"Construction, extension and operation of waste water collection and treatment",CCM 5.3/WTR 2.2
Agrana Beteiligungs-AG,2023,3,Freight rail transport,CCM 6.2
Agrana Beteiligungs-AG,2023,3,"Transport by motorbikes, passenger cars and light commercial vehicles",CCM 6.5
Agrana Beteiligungs-AG,2023,3,Freight transport services by road,CCM 6.6
Agrana Beteiligungs-AG,2023,3,"Installation, maintenance and repair of energy efficiency equipment",CCM 7.3
Agrana Beteiligungs-AG,2023,3,"Installation, maintenance and repair of instruments and devices for measuring, regulation and controlling energy performance of buildings",CCM 7.5
Allianz SE,2023,8,"The undertaking carries out, funds or has exposures to research, development, demonstration and deployment of innovative electricity generation facilities that produce energy from nuclear processes with minimal waste from the fuel cycle.",4.26
Allianz SE,2023,8,"The undertaking carries out, funds or has exposures to construction and safe operation of new nuclear installations to produce electricity or process heat, including for the purposes of district heating or industrial processes such as hydrogen production, as well as their safety upgrades, using best available technologies.",4.27
Allianz SE,2023,8,"The undertaking carries out, funds or has exposures to safe operation of existing nuclear installations that produce electricity or process heat, including for the purposes of district heating or industrial processes such as hydrogen production from nuclear energy, as well as their safety upgrades.",4.28
Allianz SE,2023,8,"The undertaking carries out, funds or has exposures to construction or operation of electricity generation facilities that produce electricity using fossil gaseous fuels.",4.29
Allianz SE,2023,8,"The undertaking carries out, funds or has exposures to construction, refurbishment, and operation of combined heat/cool and power generation facilities using fossil gaseous fuels.",4.30
Allianz SE,2023,8,"The undertaking carries out, funds or has exposures to construction, refurbishment and operation of heat generation facilities that produce heat/cool using fossil gaseous fuels.",4.31
Allianz SE,2023,3,A.1. Non-life insurance and reinsurance underwriting Taxonomy-aligned activities (environmentally sustainable),
Allianz SE,2023,3,A.1.1 Of which reinsured,
Allianz SE,2023,3,A.1.2 Of which stemming from reinsurance activities,
Allianz SE,2023,3,A.1.2.1 Of which reinsured (retrocession),
Allianz SE,2023,3,A.2 Non-life insurance and reinsurance underwriting Taxonomy-eligible but not environmentally sustainable activities (not Taxonomy-aligned activities),
Allianz SE,2023,3,B. Non-life insurance and reinsurance underwriting Taxonomy-non-eligible activities,
Allianz SE,2023,1,Investments funding Taxonomy non-eligible economic activities referred to 4.26,
Allianz SE,2023,1,Investments funding Taxonomy non-eligible economic activities referred to 4.27,
Allianz SE,2023,1,Investments funding Taxonomy non-eligible economic activities referred to 4.28,
Allianz SE,2023,1,Investments funding Taxonomy non-eligible economic activities referred to 4.29,
Allianz SE,2023,1,Investments funding Taxonomy non-eligible economic activities referred to 4.30,
Allianz SE,2023,1,Investments funding Taxonomy non-eligible economic activities referred to 4.31,
Allianz SE,2023,1,"Investments funding Taxonomy-eligible, but not Taxonomy-aligned economic activities referred to 4.26",
Allianz SE,2023,1,"Investments funding Taxonomy-eligible, but not Taxonomy-aligned economic activities referred to 4.27",
Allianz SE,2023,1,"Investments funding Taxonomy-eligible, but not Taxonomy-aligned economic activities referred to 4.28",
Allianz SE,2023,1,"Investments funding Taxonomy-eligible, but not Taxonomy-aligned economic activities referred to 4.29",
Allianz SE,2023,1,"Investments funding Taxonomy-eligible, but not Taxonomy-aligned economic activities referred to 4.30",
Allianz SE,2023,1,"Investments funding Taxonomy-eligible, but not Taxonomy-aligned economic activities referred to 4.31",
Allianz SE,2023,1,Investments funding other Taxonomy non-eligible economic activities other than nuclear & gas related economic activities,
Allianz SE,2023,2,Investments funding other Taxonomy-aligned economic activities other than nuclear & gas related economic activities,
Allianz SE,2023,1,"Investments funding other Taxonomy-eligible, but not Taxonomy-aligned economic activities other than nuclear & gas related economic activities",
Allianz SE,2023,1,Nuclear & gas related Taxonomy non-eligible economic activities relative to assets covered by the KPI,
Allianz SE,2023,1,"Nuclear & gas related Taxonomy-eligible, but not Taxonomy-aligned economic activities relative to assets covered by the KPI",
Alzchem Group AG,2023,4,Power generation using photovoltaic technology,CCM 4.1
Alzchem Group AG,2023,4,Transmission and distribution of electricity (e),CCM 4.9
Alzchem Group AG,2023,4,"Construction, expansion and operation of water extraction, treatment and supply systems",CCM 5.1 WTR 2.1
Alzchem Group AG,2023,6,"Renewal of water extraction, treatment and supply systems",CCM 5.2 WTR 2.2
Alzchem Group AG,2023,6,"Construction, expansion and operation of wastewater collection and treatment systems",CCM 5.3
Alzchem Group AG,2023,6,Renewal of wastewater collection and treatment systems,CCM 5.4
Alzchem Group AG,2023,6,Rail transport infrastructure,CCM 6.14
Alzchem Group AG,2023,6,Freight transportation by rail,CCM 6.2
Alzchem Group AG,2023,6,"Operation of devices for personal mobility, cycling logistics",CCM 6.4
Alzchem Group AG,2023,6,"Data processing, hosting and related activities",CCM 8.1
Alzchem Group AG,2023,6,"Market-oriented research, development and innovation",CCM 9.1
Alzchem Group AG,2023,2,Sales of non-taxonomy-eligible activities,
Andritz AG,2023,3,Water treatment and waste management,5.2
Andritz AG,2023,3,Electrically powered vehicles,6.5
Andritz AG,2023,3,Sustainable renovation and maintenance of buildings,7.2
Andritz AG,2023,3,Charging stations for electric vehicles,7.4
Andritz AG,2023,3,Installation of photovoltaic systems,7.6
Andritz AG,2023,2,CCM 3.1. Manufacture of renewable energy technologies,CCM 3.1.
Andritz AG,2023,1,"CCM 3.20. Manufacture, installation, and servicing of high, medium and low voltage electrical equipment for electrical transmission and distribution that result in or enable a substantial contribution to climate change mitigation",CCM 3.20.
Andritz AG,2023,1,CCM 3.6. Manufacture of other low carbon technologies,CCM 3.6.
Andritz AG,2023,6,"Renewal of water collection, treatment, and supply systems",CCM 5.2.
Andritz AG,2023,6,"Transport by motorbikes, passenger cars, and light commercial vehicles",CCM 6.5.
Andritz AG,2023,6,Renovation of existing buildings,CCM 7.2.
Andritz AG,2023,6,"Installation, maintenance, and repair of charging stations for electric vehicles in buildings (and parking spaces attached to)",CCM 7.4.
Andritz AG,2023,6,"Installation, maintenance, and repair of renewable energy technologies",CCM 7.6.
Andritz AG,2023,1,"CE 5.1. Repair, refurbishment and remanufacturing",CE 5.1.
"Audax Renovables, S.A.",2023,2,4.1. Electricity generation through solar photovoltaic technology (Year 2022),4.1
"Audax Renovables, S.A.",2023,2,4.3. Electricity generation from wind energy (Year 2022),4.3
"Azkoyen, S.A.",2023,1,Provisión de soluciones basadas en datos de TI/OT,4.1.
"Azkoyen, S.A.",2023,3,"Reparación, reacondicionamiento y remanufactura (5.1.)",5.1.
"Azkoyen, S.A.",2023,1,Venta de repuestos,5.2.
"Azkoyen, S.A.",2023,1,Venta de bienes de segunda mano,5.4.
"Azkoyen, S.A.",2023,1,Producto como servicio y otros modelos de servicio circulares orientados a resultados y uso,5.5.
"Azkoyen, S.A.",2023,3,"Transporte por motocicletas, turismos y vehiculos comerciales (6.5)",6.5.
"Azkoyen, S.A.",2023,2,"Instalación, mantenimiento y reparación de equipos de eficiencia energética (7.3)",7.3.
"Azkoyen, S.A.",2023,2,"Instalación, mantenimiento y reparación de estaciones de recarga para vehículos eléctricos en edificios (y en las plazas de aparcamiento anexas a los edificios)",7.4.
"Azkoyen, S.A.",2023,2,"Instalación, mantenimiento y reparación de tecnologias de energía renovable (7.6)",7.6.
BMW AG Vz,2023,3,Manufacture of low carbon technologies for transport,CCM 3.3
BMW AG Vz,2023,2,Manufacture of low carbon technologies for transport,"CCM 3.3, CCA 3.3"
BMW AG Vz,2023,1,Manufacture of low carbon technologies for transport,CCM 3.3; CCA 3.3
BMW AG Vz,2023,3,"Transport by motorbikes, passenger cars and light commercial vehicles",CCM 6.5
BMW AG Vz,2023,2,"Transport by motorbikes, passenger cars and light commercial vehicles","CCM 6.5, CCA 6.5"
BMW AG Vz,2023,1,"Transport by motorbikes, passenger cars and light commercial vehicles",CCM 6.5; CCA 6.5
BMW AG Vz,2023,2,Sale of second-hand goods,CE 5.4
Bayer AG,2023,4,"Construction, extension and operation of waste water collection and treatment",CCM 5.3
Bayer AG,2023,4,Renewal of waste water collection and treatment,CCM 5.4
Bayer AG,2023,4,"Transport by motorbikes, passenger cars and light commercial vehicles",CCM 6.5
Bayer AG,2023,4,Renovation of existing buildings,CCM 7.2
Bayer AG,2023,4,"Installation, maintenance and repair of energy efficiency equipment",CCM 7.3
Bayer AG,2023,4,"Installation, maintenance and repair of instruments and devices for measuring, regulation and controlling energy performance of buildings",CCM 7.5
Bayer AG,2023,4,Acquisition and ownership of buildings,CCM 7.7
Bayer AG,2023,1,Manufacture of medicinal products,PPC 1.2
Bayer AG,2023,2,Manufacture of medicinal products,
Bechtle AG,2023,2,Automobiles and lorries,6.5
Bechtle AG,2023,2,Renovation of existing buildings,7.2
Bechtle AG,2023,2,Energy-efficient equipment,7.3
Bechtle AG,2023,2,Charging stations,7.4
Bechtle AG,2023,2,Renewable energies,7.6
Bechtle AG,2023,2,Buildings,7.7
Beiersdorf AG,2023,5,Manufacture of batteries,3.4
Beiersdorf AG,2023,5,Production of heat/cool using waste heat,4.25
Beiersdorf AG,2023,5,High-efficiency co-generation of heat/cool and power from fossil gaseous fuels,4.30
Beiersdorf AG,2023,5,"Transport by motorbikes, passenger cars and light commercial vehicles",6.5
Beiersdorf AG,2023,5,"Installation, maintenance and repair of energy efficiency equipment",7.3
Beiersdorf AG,2023,5,"Installation, maintenance and repair of charging stations for electric vehicles in buildings (and parking spaces attached to buildings)",7.4
Beiersdorf AG,2023,5,"Installation, maintenance and repair of instruments and devices for measuring, regulation and controlling energy performance of buildings",7.5
Beiersdorf AG,2023,5,"Installation, maintenance and repair of renewable energy technologies",7.6
Beiersdorf AG,2023,5,Acquisition and Ownership of Buildings,7.7
Beiersdorf AG,2023,5,"Data processing, hosting and related activities",8.1
Beiersdorf AG,2023,5,Data-driven solutions for GHG emissions reductions,8.2
Beiersdorf AG,2023,1,Manufacture of batteries,CCM 3.4
Beiersdorf AG,2023,2,Production of heat/cool using waste heat,CCM 4.25
Beiersdorf AG,2023,2,High-efficiency co-generation of heat/cool and power from fossil gaseous fuels,CCM 4.30
Beiersdorf AG,2023,2,"Transport by motorbikes, passenger cars and light commercial vehicles",CCM 6.5
Beiersdorf AG,2023,3,"Installation, maintenance and repair of energy efficiency equipment",CCM 7.3
Beiersdorf AG,2023,7,"Installation, maintenance and repair of charging stations for electric vehicles in buildings (and parking spaces attached to buildings)",CCM 7.4
Beiersdorf AG,2023,2,"Installation, maintenance and repair of instruments and devices for measuring, regulation and controlling energy performance of buildings",CCM 7.5
