company,report_year,activity,label,code_numeric
AKZO NOBEL NV,2024,Provision of IT/OT data-driven solutions,CE,4.1
AKZO NOBEL NV,2024,Remediation of contaminated sites and areas,PP,2.4
AMAG Austria Metall AG,2023,Manufacture of aluminium through primary alumina (bauxite) process,CCM,3.8
AMAG Austria Metall AG,2023,Secondary aluminium recycling,CCM,3.8
AMAG Austria Metall AG,2023,Secondary aluminium recycling,CCM,3.8
ARCELORMITTAL SA,2024,Forest Management,CCM,1.3
ARCELORMITTAL SA,2024,Manufacture of energy efficient equipment for buildings,CCM,3.5
ARCELORMITTAL SA,2024,Manufacture of Iron and Steel,CCM,3.9
ARCELORMITTAL SA,2024,Electricity Generation from wind power and solar photovoltaic technology,CCM,4.1
ARCELORMITTAL SA,2024,Material recovery from non-hazardous waste,CCM,5.9
ARCELORMITTAL SA,2024,Construction of new building,CCM,7
ASML HOLDING N.V.,2024,Renovation of existing buildings,CCA,7.2
ASML HOLDING N.V.,2024,Acquisition and ownership of buildings,CCA,7.7
ASML HOLDING N.V.,2024,Electricity generation using solar photovoltaic technology,CCM,4.1
ASML HOLDING N.V.,2024,Transmission & distribution of electricity,CCM,4.9
ASML HOLDING N.V.,2024,Renovation of existing buildings,CCM,7.2
ASML HOLDING N.V.,2024,Acquisition and ownership of buildings,CCM,7.7
ASML HOLDING N.V.,2024,Manufacturing of electrical and electronic equipment,CE,1.2
ASML HOLDING N.V.,2024,Renovation of existing buildings,CE,3.2
ASML HOLDING N.V.,2024,"Repair, refurbishment and remanufacturing",CE,5.1
ASML HOLDING N.V.,2024,Sale of spare parts,CE,5.2
ASML HOLDING N.V.,2024,Sale of second-hand goods,CE,5.4
ATOSS Software SE,2023,"Carriage by motorbikes, passenger cars and light commercial vehicles",CCM,6.5
ATOSS Software SE,2023,Manufacturer of electrical and electronic equipment,CE,1.2
Acerinox S.A.,2023,Manufacture of iron and steel (CNAE 12.24) 3.9,CCM,1
Acerinox S.A.,2023,Manufacture of iron and steel (CNAE 12.24),CCM,3.9
Ackermans & van Haaren,2023,Electricity generation from wind power,,D35.11
Ackermans & van Haaren,2023,Transmission and Distribution of Electricity,,D35.12
Ackermans & van Haaren,2023,Sorting and material recovery of non-hazardous waste,,E38.32
Ackermans & van Haaren,2023,Renovation of existing buildings,,F41
Ackermans & van Haaren,2023,Construction of new buildings,,F41.1
Ackermans & van Haaren,2023,"Installation, maintenance and repair of instruments and devices for measuring, regulation and controlling energy performance of buildings",,F42
Ackermans & van Haaren,2023,Infrastructure for rail transport,,F42.12
Ackermans & van Haaren,2023,Transmission and Distribution of Electricity,,J62.01
Ackermans & van Haaren,2023,Acquisition and ownership of buildings,,L68
Ackermans & van Haaren,2023,Remediation of contaminated sites and areas,,
"Aena S.M.E., S.A.",2023,Infrastructure enabling low-carbon road transport and public transport,CCM,6.15
"Aena S.M.E., S.A.",2023,Low carbon airport infrastructure,CCM,6.17
"Aena S.M.E., S.A.",2023,Air transport ground handling operations,CCM,6.20
"Aena S.M.E., S.A.",2023,"Transport by motorbikes, passenger cars and light commercial vehicles",CCM,6.5
"Aena S.M.E., S.A.",2023,"Installation, maintenance and repair of energy efficiency equipment",CCM,7.3
"Aena S.M.E., S.A.",2023,"Installation, maintenance and repair of charging stations for electric vehicles in buildings (and parking spaces attached to buildings)",CCM,7.4
"Aena S.M.E., S.A.",2023,"Installation, maintenance and repair of renewable energy technologies",CCM,7.6
"Aena S.M.E., S.A.",2023,Acquisition and ownership of buildings,CCM,7.7
"Aena S.M.E., S.A.",2023,Production of alternative water resources for purposes other than human consumption,CE,2.2
"Aena S.M.E., S.A.",2023,Maintenance of roads and motorways,CE,3.4
"Aena S.M.E., S.A.",2023,Remediation of contaminated sites and areas,PPC,2.4
"Aena S.M.E., S.A.",2023,Urban waste water treatment,WRT,2.2
Agrana Beteiligungs-AG,2023,3.17. Manufacture of plastics in primary forms,,3.17
Agrana Beteiligungs-AG,2023,4.13. Production of biogas and biofuels for transport and liquid biofuels,,4.13
Agrana Beteiligungs-AG,2023,4.25. Production of heat/cool using waste heat,,4.25
Agrana Beteiligungs-AG,2023,"5.1. Construction, extension and operation of water collection, treatment and supply systems",,5.1
Agrana Beteiligungs-AG,2023,"5.3. Construction, extension and operation of wastewater collection and treatment systems",,5.3
Agrana Beteiligungs-AG,2023,5.7. Anaerobic digestion of biowaste,,5.7
Agrana Beteiligungs-AG,2023,"6.5. Transport by motorbikes, passenger cars and light commercial vehicles",,6.5
Agrana Beteiligungs-AG,2023,6.6. Freight transport services by road,,6.6
Agrana Beteiligungs-AG,2023,"7.3. Installation, maintenance and repair of energy efficiency equipment",,7.3
Agrana Beteiligungs-AG,2023,"9.1. Market-oriented research, development and innovation",,9.1
Agrana Beteiligungs-AG,2023,Electricity generation using solar photovoltaic technology,CCM,4.1
Agrana Beteiligungs-AG,2023,Manufacture of biogas and biofuels for use in transport and of bioliquids,CCM,4.13
Agrana Beteiligungs-AG,2023,Production of heat/cold using waste heat,CCM,4.25
Agrana Beteiligungs-AG,2023,"Construction, extension and operation of water collection, treatment and supply systems",CCM,5.1
Agrana Beteiligungs-AG,2023,"Construction, extension and operation of waste water collection and treatment",CCM,5.3
Agrana Beteiligungs-AG,2023,Freight rail transport,CCM,6.2
Agrana Beteiligungs-AG,2023,"Transport by motorbikes, passenger cars and light commercial vehicles",CCM,6.5
Agrana Beteiligungs-AG,2023,Freight transport services by road,CCM,6.6
Agrana Beteiligungs-AG,2023,"Installation, maintenance and repair of energy efficiency equipment",CCM,7.3
Agrana Beteiligungs-AG,2023,"Installation, maintenance and repair of instruments and devices for measuring, regulation and controlling energy performance of buildings",CCM,7.5
Allianz SE,2023,"The undertaking carries out, funds or has exposures to construction and safe operation of new nuclear installations to produce electricity or process heat, including for the purposes of district heating or industrial processes such as hydrogen production, as well as their safety upgrades, using best available technologies.",,
Allianz SE,2023,"The undertaking carries out, funds or has exposures to construction or operation of electricity generation facilities that produce electricity using fossil gaseous fuels.",,
Allianz SE,2023,"The undertaking carries out, funds or has exposures to construction, refurbishment and operation of heat generation facilities that produce heat/cool using fossil gaseous fuels.",,
Allianz SE,2023,"The undertaking carries out, funds or has exposures to construction, refurbishment, and operation of combined heat/cool and power generation facilities using fossil gaseous fuels.",,
Allianz SE,2023,"The undertaking carries out, funds or has exposures to research, development, demonstration and deployment of innovative electricity generation facilities that produce energy from nuclear processes with minimal waste from the fuel cycle.",,
Allianz SE,2023,"The undertaking carries out, funds or has exposures to safe operation of existing nuclear installations that produce electricity or process heat, including for the purposes of district heating or industrial processes such as hydrogen production from nuclear energy, as well as their safety upgrades.",,
Alzchem Group AG,2023,Power generation using photovoltaic technology,CCM,4.1
Alzchem Group AG,2023,Transmission and distribution of electricity,CCM,4.9
Alzchem Group AG,2023,"Construction, expansion and operation of water extraction, treatment and supply systems",CCM,5.1
Alzchem Group AG,2023,"Renewal of water extraction, treatment and supply systems",CCM,5.2
Alzchem Group AG,2023,"Construction, expansion and operation of wastewater collection and treatment systems",CCM,5.3
Alzchem Group AG,2023,Renewal of wastewater collection and treatment systems,CCM,5.4
Alzchem Group AG,2023,Rail transport infrastructure,CCM,6.14
Alzchem Group AG,2023,Freight transportation by rail,CCM,6.2
Alzchem Group AG,2023,"Operation of devices for personal mobility, cycling logistics",CCM,6.4
Alzchem Group AG,2023,"Data processing, hosting and related activities",CCM,8.1
Alzchem Group AG,2023,"Market-oriented research, development and innovation",CCM,9.1
Andritz AG,2023,Manufacture of renewable energy,CCM,3.1
Andritz AG,2023,"Manufacture, installation, and servicing of high, medium and low voltage electrical equipment for electrical transmission and distribution that result in or enable a substantial contribution to climate change mitigation",CCM,3.20
Andritz AG,2023,Manufacture of other low carbon technologies,CCM,3.6
Andritz AG,2023,"Renewal of water collection, treatment, and supply systems",CCM,5.2
Andritz AG,2023,"Transport by motorbikes, passenger cars, and light commercial vehicles",CCM,6.5
Andritz AG,2023,Renovation of existing buildings,CCM,7.2
Andritz AG,2023,"Installation, maintenance, and repair of charging stations for electric vehicles in buildings (and parking spaces attached to buildings)",CCM,7.4
Andritz AG,2023,"Installation, maintenance, and repair of renewable energy technologies",CCM,7.6
Andritz AG,2023,"Repair, refurbishment and remanufacturing",CE,5.1
"Audax Renovables, S.A.",2023,Electricity generation through solar photovoltaic technology,,4.1
"Audax Renovables, S.A.",2023,Electricity generation from wind energy,,4.3
"Azkoyen, S.A.",2023,Soluciones basadas en datos TI/OT,,4.1
"Azkoyen, S.A.",2023,"Reparación, reacondicionamiento y remanufactura",,5.1
"Azkoyen, S.A.",2023,Venta de repuestos,,5.2
"Azkoyen, S.A.",2023,Venta de bienes de segunda mano,,5.4
"Azkoyen, S.A.",2023,Producto como servicio y otros modelos,,5.5
"Azkoyen, S.A.",2023,"Transporte por motocicletas, turismos y vehículos comerciales",,6.5
"Azkoyen, S.A.",2023,"Instalación, mantenimiento y reparación de equipos de eficiencia energética",,7.3
"Azkoyen, S.A.",2023,"Instalación, mantenimiento y reparación de estaciones de recarga para vehículos eléctricos en edificios (y en las plazas de aparcamiento anexas a los edificios)",,7.4
"Azkoyen, S.A.",2023,"Instalación, mantenimiento y reparación de tecnologías de energía renovable",,7.6
BMW AG Vz,2023,Manufacture of low carbon technologies for transport,CCA,3.3
BMW AG Vz,2023,"Transport by motorbikes, passenger cars and light commercial vehicles",CCA,6.5
BMW AG Vz,2023,Manufacture of low carbon technologies for transport,CCM,3.3
BMW AG Vz,2023,"Transport by motorbikes, passenger cars and light commercial vehicles",CCM,6.5
BMW AG Vz,2023,Sale of second-hand goods,CE,5.4
Bayer AG,2023,"Construction, extension and operation of waste water collection and treatment",CCM,5.3
Bayer AG,2023,Renewal of waste water collection and treatment,CCM,5.4
Bayer AG,2023,"Transport by motorbikes, passenger cars and light commercial vehicles",CCM,6.5
Bayer AG,2023,Renovation of existing buildings,CCM,7.2
Bayer AG,2023,"Installation, maintenance and repair of energy efficiency equipment",CCM,7.3
Bayer AG,2023,"Installation, maintenance and repair of instruments and devices for measuring, regulation and controlling energy performance of buildings",CCM,7.5
Bayer AG,2023,Acquisition and ownership of buildings,CCM,7.7
Bayer AG,2023,Manufacture of medicinal products,PPC,1.2
Bechtle AG,2023,6.5 Automobiles and lorries,,6.5
Bechtle AG,2023,7.2 Renovation of existing buildings,,7.2
Bechtle AG,2023,7.3 Energy-efficient equipment,,7.3
Bechtle AG,2023,7.4 Charging stations,,7.4
Bechtle AG,2023,7.6 Renewable energies,,7.6
Bechtle AG,2023,7.7 Buildings,,7.7
Beiersdorf AG,2023,Manufacture of batteries,CCM,3.4
Beiersdorf AG,2023,Production of heat/cool using waste heat,CCM,4.25
Beiersdorf AG,2023,High-efficiency co-generation of heat/cool and power from fossil gaseous fuels,CCM,4.30
Beiersdorf AG,2023,"Transport by motorbikes, passenger cars and light commercial vehicles",CCM,6.5
Beiersdorf AG,2023,"Installation, maintenance and repair of energy efficiency equipment",CCM,7.3
Beiersdorf AG,2023,"Installation, maintenance and repair of charging stations for electric vehicles in buildings (and parking spaces attached to buildings)",CCM,7.4
Beiersdorf AG,2023,"Installation, maintenance and repair of instruments and devices for measuring, regulation and controlling energy performance of buildings",CCM,7.5
Beiersdorf AG,2023,"Installation, maintenance and repair of renewable energy technologies",CCM,7.6
Beiersdorf AG,2023,Acquisition and ownership of buildings,CCM,7.7
Beiersdorf AG,2023,"Data processing, hosting and related activities",CCM,8.1
Beiersdorf AG,2023,Data-driven solutions for GHG emissions reductions,CCM,8.2
Bike24 Holding AG,2023,Acquisition and ownership of buildings,,
Bike24 Holding AG,2023,"Operation of personal mobility devices, cycle logistics",,
Bilfinger SE,2023,Manufacture of renewable energy technologies,CCM,3.1
Bilfinger SE,2023,Manufacture of equipment for the production and use of hydrogen,CCM,3.2
Bilfinger SE,2023,Manufacture of other low-carbon technologies,CCM,3.6
Bilfinger SE,2023,Storage of electricity,CCM,4.10
Bilfinger SE,2023,Storage of hydrogen,CCM,4.12
Bilfinger SE,2023,Transmission and distribution networks for renewable and low-carbon gases,CCM,4.14
Bilfinger SE,2023,District heating / cooling distribution,CCM,4.15
Bilfinger SE,2023,Installation and operation of electric heat pumps,CCM,4.16
Bilfinger SE,2023,Production of heat/cool using waste heat,CCM,4.25
Bilfinger SE,2023,"Construction and safe operation of new nuclear power plants for the generation of electricity or heat, including for hydrogen production, using best available technologies",CCM,4.27
Bilfinger SE,2023,Electricity generation from fossil gaseous fuels,CCM,4.29
Bilfinger SE,2023,High-efficiency co-generation of heat/cool and power from fossil gaseous fuels,CCM,4.30
Bilfinger SE,2023,Production of heat/cool from fossil gaseous fuels in an efficient district heating and cooling system,CCM,4.31
Bilfinger SE,2023,Electricity generation from hydropower,CCM,4.5
Bilfinger SE,2023,Transmission and distribution of electricity,CCM,4.9
Bilfinger SE,2023,"Construction, extension and operation of water collection, treatment and supply systems",CCM,5.1
Bilfinger SE,2023,Transport of CO2,CCM,5.11
Bilfinger SE,2023,"Construction, extension and operation of waste water collection and treatment systems",CCM,5.3
Bilfinger SE,2023,"Infrastructure for personal mobility, cycle logistics",CCM,6.13
Bilfinger SE,2023,Infrastructure for rail transport,CCM,6.14
Bilfinger SE,2023,Construction of new buildings,CCM,7.1
Bilfinger SE,2023,Renovation of existing buildings,CCM,7.2
Bilfinger SE,2023,"Installation, maintenance and repair of energy-efficiency equipment",CCM,7.3
Bilfinger SE,2023,Professional services related to energy performance of buildings,CCM,9.3
Bilfinger SE,2023,Maintenance of roads and motorways,CE,3.4
Bilfinger SE,2023,Use of concrete in civil engineering,CE,3.5
Brenntag SE,2023,Recycling of hazardous waste,OF,2.4
Brenntag SE,2023,Manufacture of other low carbon technologies,CCM,3.6
Brenntag SE,2023,"Transport by motorbikes, passenger cars and light commercial vehicles",CCM,6.5
Brenntag SE,2023,Freight transport services by road,CCM,6.6
Brenntag SE,2023,Construction of new buildings,CCM,7.1
Brenntag SE,2023,"Installation, maintenance and repair of energy efficiency equipment",CCM,7.3
Brenntag SE,2023,"Installation, maintenance and repair of charging stations for electric vehicles in buildings (and parking spaces attached to buildings)",CCM,7.4
Brenntag SE,2023,"Installation, maintenance and repair of renewable energy technologies",CCM,7.6
Brenntag SE,2023,Acquisition and ownership of buildings,CCM,7.7
Brenntag SE,2023,Treatment of hazardous waste,CE,2.4
Brenntag SE,2023,Construction of new buildings,CE,3.1
Brenntag SE,2023,Environmental remediation,PPC,2.4
Brenntag SE,2023,Installation and maintenance of water treatment facilities,WTR,2.2
CA Immobilien Anlagen AG,2023,Transport by passenger car,,6.5
CA Immobilien Anlagen AG,2023,Construction of new buildings,,7.1
CA Immobilien Anlagen AG,2023,Acquisition and ownership of buildings,,7.7
CARREFOUR,2024,Capital expenditure on IT hardware.,,1.2
CARREFOUR,2024,Sorting and material recovery of non-hazardous waste,,2.7
CARREFOUR,2024,Providing IT/operational solutions based on data.,,4.1
CARREFOUR,2024,Sale of used goods.,,5.4
CARREFOUR,2024,Recycling and reusing plastic and cardboard.,,5.5
CARREFOUR,2024,"Transport by motorbikes, passenger cars and light commercial vehicles",,6.5
CARREFOUR,2024,Construction of new buildings,,7.1
CARREFOUR,2024,Renovation of existing buildings,,7.2
CARREFOUR,2024,"LED, lighting installations, reﬂective paint for roofs.",,7.3
CARREFOUR,2024,"Installation, maintenance and repair of charging stations for electric vehicules in buildings (and parking spaces attached to buildings)",,7.4
CARREFOUR,2024,"Installation, maintenance and repair of instruments and devices for measuring, regulating and controlling energy performance of buildings",,7.5
CARREFOUR,2024,"Installation, maintenance and repair of renewable energy technologies",,7.6
CARREFOUR,2024,Acquisition and ownership of buildings,,7.7
CARREFOUR,2024,Collection and transport of non‑hazardous waste in source segregated fractions,CCM,5.5
CARREFOUR,2024,"Transport by motorbikes, passenger cars and light commercial vehicles",CCM,6.5
CARREFOUR,2024,Construction of new buildings,CCM,7.1
CARREFOUR,2024,Renovation of existing buildings,CCM,7.2
CARREFOUR,2024,"Installation, maintenance and repair of energy efficiency equipment",CCM,7.3
CARREFOUR,2024,"Installation, maintenance and repair of energy efficiency equipment",CCM,7.3
CARREFOUR,2024,"Installation, maintenance and repair of charging stations for electric vehicles in buildings (and parking spaces attached to buildings)",CCM,7.4
CARREFOUR,2024,"Installation, maintenance and repair of charging stations for electric vehicles in buildings (and parking spaces attached to buildings)",CCM,7.4
CARREFOUR,2024,"Installation, maintenance and repair of instruments and devices for measuring, regulating and controlling the energy performance of buildings",CCM,7.5
CARREFOUR,2024,"Installation, maintenance and repair of renewable energy technologies",CCM,7.6
CARREFOUR,2024,"Installation, maintenance and repair of renewable energy technologies",CCM,7.6
CARREFOUR,2024,Acquisition and ownership of buildings,CCM,7.7
CARREFOUR,2024,"Manufacturing of electrical and electronic equipment for industrial, professional and consumer use",CE,1.2
CARREFOUR,2024,Sorting and material recovery of non‑hazardous waste,CE,2.7
CARREFOUR,2024,Provision of IT/OT data‑driven solutions,CE,4.1
CARREFOUR,2024,Sale of second‑hand goods,CE,5.4
CARREFOUR,2024,"Manufacture, installation and associated services for leakage control technologies enabling leakage reduction and prevention in water supply systems",WTR,1.1
CEWE Stiftung & Co. KGaA,2023,"Operation of personal mobility devices, cycle logistics",CCM,6.4
CEWE Stiftung & Co. KGaA,2023,"Transport by motorbikes, passenger cars and light commercial vehicles",CCM,6.5
CEWE Stiftung & Co. KGaA,2023,"Installation, maintenance and repair of energy efficiency equipment",CCM,7.4
CEWE Stiftung & Co. KGaA,2023,"Installation, maintenance and repair of instruments and devices for measuring, regulation and controlling energy performance of buildings",CCM,7.5
CEWE Stiftung & Co. KGaA,2023,"Installation, maintenance and repair of renewable energy technologies",CCM,7.6
CEWE Stiftung & Co. KGaA,2023,"Data processing, hosting and related activities",CCM,8.1
CEWE Stiftung & Co. KGaA,2023,Professional services related to energy performance of buildings,CCM,9.31
CHRISTIAN DIOR,2024,Renovation of existing buildings,CCM,7.2
CHRISTIAN DIOR,2024,"Installation, maintenance and repair of energy efficiency equipment",CCM,7.3
CHRISTIAN DIOR,2024,"Installation, maintenance and repair of charging stations for electric vehicles",CCM,7.4
CHRISTIAN DIOR,2024,"Installation, maintenance and repair of instruments and devices for measuring, regulation and controlling energy performance of buildings",CCM,7.5
CHRISTIAN DIOR,2024,"Installation, maintenance and repair of renewable energy technologies",CCM,7.6
CHRISTIAN DIOR,2024,Acquisition and ownership of buildings,CCM,7.7
CHRISTIAN DIOR,2024,Acquisition and ownership of buildings,CCM,7.7
"CIE Automotive, S.A.",2023,Manufacturing of automotive and mobility components,CCM,3.18
"CIE Automotive, S.A.",2023,"Installation, maintenance and repair of energy efficient equipment",CCM,7.3
"CIE Automotive, S.A.",2023,"Installation, maintenance and repair of renewable energy technologies",CCM,7.6
Compagnie de l'Odet SE,2023,Manufacture of plastic packaging,,1.1
Compagnie de l'Odet SE,2023,"Creative, artistic and live entertainment activities",,13.1
Compagnie de l'Odet SE,2023,"Production of cinematographic films, videos and television programs; sound recording and music publishing",,13.3
Compagnie de l'Odet SE,2023,Manufacture of low-carbon technologies for transportation,,3.3
Compagnie de l'Odet SE,2023,Battery manufacturing,,3.4
Compagnie de l'Odet SE,2023,Provision of data-based IT/operational solutions,,4.1
Compagnie de l'Odet SE,2023,Electricity storage,,4.10
Compagnie de l'Odet SE,2023,Products as services and other circular service models focused on use and results,,5.5
Compagnie de l'Odet SE,2023,Road freight transport,,6.6
Compagnie de l'Odet SE,2023,Renovation of existing buildings,,7.2
Compagnie de l'Odet SE,2023,Acquisition and ownership of buildings,,7.7
Compagnie de l'Odet SE,2023,Programming and broadcasting activity,,8.3
Continental AG,2023,Manufacture of automotive and mobility components,CCM,3.18
Continental AG,2023,Manufacture of rail rolling stock constituents,CCM,3.19
Continental AG,2023,Manufacture of low-carbon technologies for transport,CCM,3.3
Continental AG,2023,Manufacture of other low-carbon technologies,CCM,3.6
Continental AG,2023,"Installation, maintenance and repair of energy efficiency equipment",CCM,7.3
Continental AG,2023,"Installation, maintenance and repair of charging stations for electric vehicles in buildings (and parking spaces attached to buildings)",CCM,7.4
Continental AG,2023,"Installation, maintenance and repair of instruments and devices for measuring, regulation and controlling energy performance of buildings",CCM,7.5
Continental AG,2023,"Installation, maintenance and repair of renewable energy technologies",CCM,7.6
"Corporacion Financiera Alba, S.A.",2023,Acquisition and ownership of buildings,CCM,7.7
Covestro AG,2023,Construction of new buildings,,3.1
Covestro AG,2023,Manufacture of hydrogen,,3.10
Covestro AG,2023,Manufacture of chlorine,,3.13
Covestro AG,2023,Manufacture of organic basic chemicals,,3.14
Covestro AG,2023,Manufacture of nitric acid,,3.16
