company,report_year,chunk_index,activity,Sub_activity_code
Agrana Beteiligungs-AG,2023,1,Freight transport services by road,6.6
Agrana Beteiligungs-AG,2023,1,"Installation, maintenance and repair of energy efficiency equipment",7.3
Agrana Beteiligungs-AG,2023,1,"Market-oriented research, development and innovation",9.1
Agrana Beteiligungs-AG,2023,1,0.0%,CCA 0.0
Agrana Beteiligungs-AG,2023,1,5.5%,CCM 1.7
Agrana Beteiligungs-AG,2023,1,Electricity generation using solar photovoltaic technology,CCM 4.1
Agrana Beteiligungs-AG,2023,1,Manufacture of biogas and biofuels for use in transport and of bioliquids,CCM 4.13
Agrana Beteiligungs-AG,2023,1,Production of heat/cold using waste heat,CCM 4.25
Agrana Beteiligungs-AG,2023,1,"Construction, extension and operation of water collection, treatment and supply systems",CCM 5.1
Agrana Beteiligungs-AG,2023,1,"Construction, extension and operation of waste water collection and treatment",CCM 5.3
Agrana Beteiligungs-AG,2023,1,Freight rail transport,CCM 6.2
Agrana Beteiligungs-AG,2023,1,"Transport by motorbikes, passenger cars and light commercial vehicles",CCM 6.5
Agrana Beteiligungs-AG,2023,1,Freight transport services by road,CCM 6.6
Agrana Beteiligungs-AG,2023,1,"Installation, maintenance and repair of energy efficiency equipment",CCM 7.3
Agrana Beteiligungs-AG,2023,1,"Installation, maintenance and repair of instruments and devices for measuring, regulation and controlling energy performance of buildings",CCM 7.5
Agrana Beteiligungs-AG,2023,1,0.0%,CE 0.0
Allianz SE,2023,,,
Alzchem Group AG,2023,,,
Amadeus Fire AG,2023,,,
Andritz AG,2023,,,
"Audax Renovables, S.A.",2023,1,Electricity generation through solar photovoltaic technology,4.1
"Audax Renovables, S.A.",2023,1,Electricity generation from wind energy,4.3
"Azkoyen, S.A.",2023,,,
BAWAG Group AG,2023,1,C1104 has a carrying amount of,C1104
BAWAG Group AG,2023,1,C1105 has,C1105
BAWAG Group AG,2023,1,C1520 has,C1520
BAWAG Group AG,2023,1,Biodiversity and Ecosystems (BIO),
BAWAG Group AG,2023,1,Breakdown by sector - NACE 4 digits level (code and label) C1104 1 C1105 2 C1520 3 C1712 4 C2016 5 C2120 6 C2229 7 C2611 8 C2893 9 C2910 10 D351 11 F4120 12 G4651 13 H5223 14 J6190 15 J6209 16 J6399 17 L6820 18 M7010 M7120 19 20 N77112 20,
BAWAG Group AG,2023,1,Circular economy ( ),
BAWAG Group AG,2023,1,Climate Change Adaptation ( ),
BAWAG Group AG,2023,1,Climate Change Mitigation ( ),
BAWAG Group AG,2023,1,Water and marine resources (WTR),
BMW AG Vz,2023,1,Manufacture of automotive and mobility components,CCM 3.18
BMW AG Vz,2023,1,Manufacture of low carbon technologies for transport,"CCM 3.3, CCA 3.3"
BMW AG Vz,2023,1,"Transport by motorbikes, passenger cars and light commercial vehicles","CCM 6.5, CCA 6.5"
BMW AG Vz,2023,1,Sale of second-hand goods,CE 5.4
"Banco Santander, S.A.",2023,,,
BayWa AG,2023,,,
Bayer AG,2023,,,
Bechtle AG,2023,1,Automobiles and lorries,6.5
Bechtle AG,2023,1,Renovation of existing buildings,7.2
Bechtle AG,2023,1,Energy-efficient equipment,7.3
Bechtle AG,2023,1,Charging stations,7.4
Bechtle AG,2023,1,Renewable energies,7.6
Bechtle AG,2023,1,Buildings,7.7
Beiersdorf AG,2023,1,Manufacture of batteries,CCM 3.4
Beiersdorf AG,2023,1,Production of heat/cool using waste heat,CCM 4.25
Beiersdorf AG,2023,1,High-efficiency co-generation of heat/cool and power from fossil gaseous fuels,CCM 4.30
Beiersdorf AG,2023,1,"Transport by motorbikes, passenger cars and light commercial vehicles",CCM 6.5
Beiersdorf AG,2023,1,"Installation, maintenance and repair of energy efficiency equipment",CCM 7.3
Beiersdorf AG,2023,1,"Installation, maintenance and repair of charging stations for electric vehicles in buildings",CCM 7.4
Beiersdorf AG,2023,1,"Installation, maintenance and repair of instruments and devices for measuring, regulation and controlling energy performance of buildings",CCM 7.5
Beiersdorf AG,2023,1,"Installation, maintenance and repair of renewable energy technologies",CCM 7.6
Beiersdorf AG,2023,1,Acquisition and ownership of buildings,CCM 7.7
Beiersdorf AG,2023,1,"Data processing, hosting and related activities",CCM 8.1
Beiersdorf AG,2023,1,Data-driven solutions for GHG emissions reductions,CCM 8.2
Bike24 Holding AG,2023,1,"Bedienung von persönlichen Mobilitätshilfen, Fahrradlogistik",40.80
Bike24 Holding AG,2023,1,"Operation of personal mobility devices, cycle logistics",42.08
Bike24 Holding AG,2023,1,"Operation of personal mobility equipment, bicycle logistics",6.4
Bike24 Holding AG,2023,1,Acquisition and ownership of buildings,7.7
Bilfinger SE,2023,,,
Brenntag SE,2023,1,Recycling of hazardous waste,2.4
Brenntag SE,2023,1,Construction of new buildings,CCM 3.1
Brenntag SE,2023,1,Manufacture of other low-carbon technologies,CCM 3.6
Brenntag SE,2023,1,"Transport by motorbikes, passenger cars and light commercial vehicles",CCM 6.5
Brenntag SE,2023,1,Freight transport services by road,CCM 6.6
Brenntag SE,2023,1,Construction of new buildings,CCM 7.1
Brenntag SE,2023,1,"Installation, maintenance and repair of energy efficiency equipment",CCM 7.3
Brenntag SE,2023,1,"Installation, maintenance and repair of charging stations for electric vehicles",CCM 7.4
Brenntag SE,2023,1,"Installation, maintenance and repair of renewable energy technologies",CCM 7.6
Brenntag SE,2023,1,Acquisition and ownership of buildings,CCM 7.7
Brenntag SE,2023,1,Treatment of hazardous waste,CE 2.4
Brenntag SE,2023,1,Remediation of contaminated sites and areas,PPC 2.4
Brenntag SE,2023,1,Treatment of urban waste water,WTR 2.2
CA Immobilien Anlagen AG,2023,1,Construction of new buildings,F.41.2
CA Immobilien Anlagen AG,2023,1,Acquisition and ownership of buildings,L.68
CA Immobilien Anlagen AG,2023,1,-All new construction projects launched from 2022 onwards meet the technical screening criteria (TSC) of the EU taxonomy for the environmental objective of climate protection in accordance with economic activities and 7.7,
CA Immobilien Anlagen AG,2023,1,Acquisition and ownership of buildings,
CA Immobilien Anlagen AG,2023,1,Construction of new buildings,
CA Immobilien Anlagen AG,2023,1,"Since 2022, the documentation of compliance with the Technical Screening Criteria (TSC) in accordance with the EU taxonomy (economic activity and 7.7) has also been part of the new construction process.",
CA Immobilien Anlagen AG,2023,1,Transport by passenger car,
CA Immobilien Anlagen AG,2023,1,–All new construction projects launched from 2022 onwards meet the technical screening criteria (TSC) of the EU taxonomy for the environmental objective of climate protection in accordance with economic activities and 7.7,
CARREFOUR,2024,1,Provision of IT/OT data‑driven solutions,
CEWE Stiftung & Co. KGaA,2023,1,"Operation of personal mobility devices, cycle logistics",CCM 6.4
CEWE Stiftung & Co. KGaA,2023,1,"Transport by motorbikes, passenger cars and light commercial vehicles",CCM 6.5
CEWE Stiftung & Co. KGaA,2023,1,"Installation, maintenance and repair of energy efficiency equipment",CCM 7.4
CEWE Stiftung & Co. KGaA,2023,1,"Installation, maintenance and repair of instruments and devices for measuring, regulation and controlling energy performance of buildings",CCM 7.5
CEWE Stiftung & Co. KGaA,2023,1,"Installation, maintenance and repair of renewable energy technologies",CCM 7.6
CEWE Stiftung & Co. KGaA,2023,1,"Data processing, hosting and related activities",CCM 8.1
CEWE Stiftung & Co. KGaA,2023,1,Professional services related to energy performance of buildings,CCM 9.31
CHRISTIAN DIOR,2024,1,Renovation of existing buildings,CCM 7.2
CHRISTIAN DIOR,2024,1,"Installation, maintenance and repair of energy efficiency equipment",CCM 7.3
CHRISTIAN DIOR,2024,1,"Installation, maintenance and repair of charging stations for electric vehicles",CCM 7.4
CHRISTIAN DIOR,2024,1,"Installation, maintenance and repair of instruments and devices for measuring, regulation and controlling energy performance of buildings",CCM 7.5
CHRISTIAN DIOR,2024,1,"Installation, maintenance and repair of renewable energy technologies",CCM 7.6
CHRISTIAN DIOR,2024,1,Acquisition and ownership of buildings,CCM 7.7
"CIE Automotive, S.A.",2023,1,Manufacture of automotive and mobility components,3.18
"CIE Automotive, S.A.",2023,1,"Water consumption and supply, in keeping with local limitations",3.3
"CIE Automotive, S.A.",2023,1,"Installation, maintenance and repair of energy efficiency equipment",7.3
"CIE Automotive, S.A.",2023,1,"Installation, maintenance and repair of renewable energy technologies",7.6
"CIE Automotive, S.A.",2023,1,Manufacture of other parts and accessories for motor vehicles,C29.3.2
"CIE Automotive, S.A.",2023,1,Manufacturing of automotive and mobility components,CCM 3.18
"CIE Automotive, S.A.",2023,1,"Installation, maintenance and repair of energy efficient equipment",CCM 7.3
"CIE Automotive, S.A.",2023,1,"Installation, maintenance and repair of renewable energy technologies",CCM 7.6
"CaixaBank, S.A.",2023,,,
Commerzbank AG,2023,1,Amount and proportion of other taxonomy-eligible but not taxonomy-aligned economic activities,32.8
Commerzbank AG,2023,1,Amount and proportion of other taxonomy-eligible but not taxonomy-aligned economic activities,32.9
Commerzbank AG,2023,1,Amount and proportion of taxonomy-eligible but not taxonomy-aligned economic activity referred to in Section 4.26 of Annexes I and II to Delegated Regulation 2021/2139,4.26
Commerzbank AG,2023,1,Amount and proportion of economic activity referred to in row 1 of Template 1 that is taxonomy non-eligible in accordance with Section 4.27 of Annexes I and II to Delegated Regulation 2021/2139,4.27
Commerzbank AG,2023,1,Amount and proportion of economic activity referred to in row 1 of Template 1 that is taxonomy non-eligible in accordance with Section 4.28 of Annexes I and II to Delegated Regulation 2021/2139,4.28
Commerzbank AG,2023,1,Amount and proportion of taxonomy-eligible but not taxonomy-aligned economic activity referred to in Section 4.29 of Annexes I and II to Delegated Regulation 2021/2139,4.29
Commerzbank AG,2023,1,Amount and proportion of taxonomy-eligible but not taxonomy-aligned economic activity referred to in Section 4.30 of Annexes I and II to Delegated Regulation 2021/2139,4.30
Commerzbank AG,2023,1,Amount and proportion of economic activity referred to in row 1 of Template 1 that is taxonomy non-eligible in accordance with Section 4.31 of Annexes I and II to Delegated Regulation 2021/2139,4.31
Commerzbank AG,2023,1,Amount and proportion of other taxonomy-non-eligible economic activities,64.7
Commerzbank AG,2023,1,Amount and proportion of other taxonomy-non-eligible economic activities,64.9
Compagnie de l'Odet SE,2023,,,
Continental AG,2023,1,Manufacture of automotive and mobility components,3.18
Continental AG,2023,1,Manufacture of rail rolling stock constituents,3.19
Continental AG,2023,1,reference to activity does not impose any restrictions on components,3.3
Continental AG,2023,1,Manufacture of other low-carbon technologies,3.6
Continental AG,2023,1,Manufacture of automotive and mobility components,CCM 3.18
Continental AG,2023,1,Manufacture of rail rolling stock constituents,CCM 3.19
Continental AG,2023,1,Manufacture of low-carbon technologies for transport,CCM 3.3
Continental AG,2023,1,Manufacture of other low-carbon technologies,CCM 3.6
Continental AG,2023,1,"Installation, maintenance and repair of energy efficiency equipment",CCM 7.3
Continental AG,2023,1,"Installation, maintenance and repair of charging stations for electric vehicles in buildings (and parking spaces attached to buildings)",CCM 7.4
Continental AG,2023,1,"Installation, maintenance and repair of instruments and devices for measuring, regulation and controlling energy performance of buildings",CCM 7.5
Continental AG,2023,1,"Installation, maintenance and repair of renewable energy technologies",CCM 7.6
"Corporacion Financiera Alba, S.A.",2023,1,0.00%,0.00
"Corporacion Financiera Alba, S.A.",2023,1,0.00%,CCA 0.00
"Corporacion Financiera Alba, S.A.",2023,1,49.08%,CCM 0.00
"Corporacion Financiera Alba, S.A.",2023,1,Acquisition and ownership of buildings,CCM 7.7.
Covestro AG,2023,1,Circular economy ( ) – <,0.1
Covestro AG,2023,1,Construction of new buildings,3.1
Covestro AG,2023,1,Manufacture of hydrogen,3.10
Covestro AG,2023,1,Manufacture of chlorine,3.13
Covestro AG,2023,1,Manufacture of organic basic chemicals,3.14
Covestro AG,2023,1,Manufacture of nitric acid,3.16
Covestro AG,2023,1,Manufacture of plastics in primary form,3.17
Covestro AG,2023,1,Demolition and wrecking of buildings and other structures,3.3
Covestro AG,2023,1,Maintenance of roads and motorways,3.4
Covestro AG,2023,1,Climate change mitigation ( ) –,30.3
Covestro AG,2023,1,Climate change mitigation ( ) –,33.2
Covestro AG,2023,1,Climate change mitigation ( ) –,37.6
Covestro AG,2023,1,Provision of IT/OT data-driven solutions,4.1
Covestro AG,2023,1,taxonomy-aligned economic activity referred to in Section of Annexes I and II to Delegated Regulation 2021/2139,4.26
Covestro AG,2023,1,taxonomy-aligned economic activity referred to in Section of Annexes I and II to Delegated Regulation 2021/2139,4.27
Covestro AG,2023,1,taxonomy-aligned economic activity referred to in Section of Annexes I and II to Delegated Regulation 2021/2139,4.28
Covestro AG,2023,1,taxonomy-aligned economic activity referred to in Section of Annexes I and II to Delegated Regulation 2021/2139,4.29
Covestro AG,2023,1,taxonomy-eligible but not taxonomy-aligned economic activity referred to in Section of Annexes I and II to Delegated Regulation 2021/2139,4.30
Covestro AG,2023,1,taxonomy-eligible but not taxonomy-aligned economic activity referred to in Section of Annexes I and II to Delegated Regulation 2021/2139,4.31
Covestro AG,2023,1,"Sea and coastal freight water transport, vessels for port operations and auxiliary activities",6.10
Covestro AG,2023,1,Freight rail transport,6.2
Covestro AG,2023,1,"Transport by motorbikes, passenger cars and light commercial vehicles",6.5
Covestro AG,2023,1,Inland freight water transport,6.8
Covestro AG,2023,1,Construction of new buildings,7.1
Covestro AG,2023,1,Acquisition and ownership of buildings,7.7
Covestro AG,2023,1,Manufacture of hydrogen,CCM 3.10
Covestro AG,2023,1,Manufacture of chlorine,CCM 3.13
Covestro AG,2023,1,Manufacture of organic basic chemicals,CCM 3.14
Covestro AG,2023,1,Manufacture of nitric acid,CCM 3.16
Covestro AG,2023,1,Manufacture of plastics in primary form,CCM 3.17
Covestro AG,2023,1,High-efficiency co-generation of heat/cool and power from fossil gaseous fuels,CCM 4.30
Covestro AG,2023,1,"Sea and coastal freight water transport, vessels for port operations and auxiliary activities",CCM 6.10
Covestro AG,2023,1,Freight rail transport,CCM 6.2
Covestro AG,2023,1,"Transport by motorbikes, passenger cars and light commercial vehicles",CCM 6.5
Covestro AG,2023,1,Inland freight water transport,CCM 6.8
Covestro AG,2023,1,Construction of new buildings,CCM 7.1
Covestro AG,2023,1,Acquisition and ownership of buildings,CCM 7.7
Covestro AG,2023,1,Demolition and wrecking of buildings and other structures,CE 3.3
Covestro AG,2023,1,Maintenance of roads and motorways,CE 3.4
Covestro AG,2023,1,Provision of IT/OT data-driven solutions and software,CE 4.1
Covestro AG,2023,1,construction or operation of electricity generation facilities that produce electricity using fossil gaseous fuels,
Covestro AG,2023,1,"construction, refurbishment and operation of heat generation facilities that produce heat/cool using fossil gaseous fuels",
Covestro AG,2023,1,"construction, refurbishment, and operation of combined heat/cool and power generation facilities using fossil gaseous fuels",
Covestro AG,2023,1,high-efficiency co-generation of heat/cool and power from fossil gaseous fuels,
DO & CO AG,2023,1,"Transport by motorbikes, passenger cars and light commercial vehicles",6.5
DO & CO AG,2023,1,Freight transport services by road,6.6
DO & CO AG,2023,1,"Installation, maintenance and repair of energy efficiency equipment",7.3
DO & CO AG,2023,1,"Installation, maintenance and repair of charging stations for electric vehicles in buildings",7.4
DO & CO AG,2023,1,"Installation, maintenance and repair of instruments and devices for measuring, regulation and controlling energy performance of buildings",7.5
DO & CO AG,2023,1,"Installation, maintenance and repair of renewable energy technologies",7.6
DO & CO AG,2023,1,Acquisition and ownership of buildings,7.7
DS SMITH LIMITED,2024,1,Forest management,A2
DS SMITH LIMITED,2024,1,"Installation, maintenance and repair of energy efficiency equipment","C16, C17"
DS SMITH LIMITED,2024,1,Cogeneration of heat/cool and power from bioenergy,"D35.11, D35.30"
DS SMITH LIMITED,2024,1,"Construction, extension and operation of waste water collection and treatment",E37.00
DS SMITH LIMITED,2024,1,Collection and transport of non-hazardous waste in source segregated fractions,E38.11
Daimler AG,2023,1,manufacture of low-carbon technologies for transport,3.3
Daimler AG,2023,1,sale of second-hand goods,5.4
Daimler AG,2023,1,infrastructure enabling low-carbon road transport and public transport,6.15
Daimler AG,2023,1,leasing and financing of low-carbon cars and vans,6.5
Daimler AG,2023,1,leasing and financing of low-carbon commercial vehicles,6.6
Daimler AG,2023,1,Manufacture of low-carbon technologies for transport,CCM 3.3
Daimler AG,2023,1,Infrastructure enabling low-carbon road transport and public transport,CCM 6.15
Daimler AG,2023,1,"Transport by motorbikes, passenger cars and light commercial vehicles",CCM 6.5
Daimler AG,2023,1,Freight transport services by road,CCM 6.6
